"","UBIGEO","DEPARTAMENTO","PROVINCIA","DISTRITO","FALTAS_CONTRA_EL_PATRIMONIO","FALTAS_CONTRA_LA_SEGURIDAD_PUBLICA","FALTAS_CONTRA_LA_TRANQUILIDAD_PUBLICA","FALTAS_CONTRA_LAS_BUENAS_COSTUMBRES","FALTAS_CONTRA_LAS_PERSONAS"
"51","x020508","ANCASH","BOLOGNESI","HUALLANCA",10,14,0,1,42
"52","x020601","ANCASH","CARHUAZ","CARHUAZ",20,0,0,0,23
"53","x020604","ANCASH","CARHUAZ","ANTA",16,14,0,0,61
"54","x020606","ANCASH","CARHUAZ","MARCARA",23,13,1,2,114
"55","x020701","ANCASH","CARLOS FERMIN FITZCARRALD","SAN LUIS",2,3,2,3,45
"56","x020801","ANCASH","CASMA","CASMA",35,0,0,1,34
"57","x020804","ANCASH","CASMA","YAUTAN",13,0,1,0,20
"58","x020901","ANCASH","CORONGO","CORONGO",6,0,0,0,42
"59","x020905","ANCASH","CORONGO","LA PAMPA",6,0,0,0,4
"60","x021001","ANCASH","HUARI","HUARI",9,0,0,0,10
"61","x021004","ANCASH","HUARI","CHAVIN DE HUANTAR",0,1,0,0,10
"62","x021009","ANCASH","HUARI","MASIN",8,7,1,0,38
"63","x021014","ANCASH","HUARI","SAN MARCOS",15,43,0,0,34
"64","x021016","ANCASH","HUARI","UCO",3,8,0,0,22
"65","x021101","ANCASH","HUARMEY","HUARMEY",11,0,0,1,31
"66","x021201","ANCASH","HUAYLAS","CARAZ",67,0,0,0,67
"67","x021202","ANCASH","HUAYLAS","HUALLANCA",5,0,1,0,1
"68","x021204","ANCASH","HUAYLAS","HUAYLAS",24,0,3,9,30
"69","x021206","ANCASH","HUAYLAS","PAMPAROMAS",6,1,0,0,3
"70","x021301","ANCASH","MARISCAL LUZURIAGA","PISCOBAMBA",21,0,0,0,46
"71","x021401","ANCASH","OCROS","OCROS",10,0,0,0,10
"72","x021408","ANCASH","OCROS","SAN CRISTOBAL DE RAJAN",2,1,2,1,8
"73","x021501","ANCASH","PALLASCA","CABANA",9,0,0,0,25
"74","x021503","ANCASH","PALLASCA","CONCHUCOS",6,1,0,0,30
"75","x021508","ANCASH","PALLASCA","PALLASCA",1,3,0,0,14
"76","x021509","ANCASH","PALLASCA","PAMPAS",7,1,1,0,15
"77","x021511","ANCASH","PALLASCA","TAUCA",13,2,0,2,33
"78","x021601","ANCASH","POMABAMBA","POMABAMBA",22,11,0,0,122
"79","x021701","ANCASH","RECUAY","RECUAY",15,0,0,0,10
"80","x021702","ANCASH","RECUAY","CATAC",24,1,0,2,53
"81","x021703","ANCASH","RECUAY","COTAPARACO",12,0,0,1,7
"82","x021706","ANCASH","RECUAY","MARCA",11,2,0,3,8
"83","x021801","ANCASH","SANTA","CHIMBOTE",366,0,2,4,385
"84","x021802","ANCASH","SANTA","CACERES DEL PERU",8,1,0,0,6
"85","x021803","ANCASH","SANTA","COISHCO",17,0,0,0,23
"86","x021804","ANCASH","SANTA","MACATE",2,5,0,0,14
"87","x021805","ANCASH","SANTA","MORO",38,0,0,0,6
"88","x021806","ANCASH","SANTA","NEPEÑA",66,9,0,1,84
"89","x021807","ANCASH","SANTA","SAMANCO",2,0,0,0,5
"90","x021808","ANCASH","SANTA","SANTA",13,0,1,1,23
"91","x021809","ANCASH","SANTA","NUEVO CHIMBOTE",323,5,4,2,279
"92","x021901","ANCASH","SIHUAS","SIHUAS",11,0,0,0,47
"93","x022001","ANCASH","YUNGAY","YUNGAY",25,0,0,0,15
"94","x022003","ANCASH","YUNGAY","MANCOS",5,0,0,0,1
"95","x022005","ANCASH","YUNGAY","QUILLO",8,12,1,12,21
"96","x030101","APURIMAC","ABANCAY","ABANCAY",269,30,10,72,862
"97","x030102","APURIMAC","ABANCAY","CHACOCHE",12,1,0,3,19
"98","x030104","APURIMAC","ABANCAY","CURAHUASI",5,3,0,1,258
"99","x030109","APURIMAC","ABANCAY","TAMBURCO",44,0,2,1,50
"100","x030201","APURIMAC","ANDAHUAYLAS","ANDAHUAYLAS",64,18,11,25,365
"101","x030204","APURIMAC","ANDAHUAYLAS","HUANCARAMA",4,0,0,0,38
"102","x030213","APURIMAC","ANDAHUAYLAS","SAN JERONIMO",21,5,0,1,260
"103","x030216","APURIMAC","ANDAHUAYLAS","TALAVERA",28,7,10,2,76
"104","x030301","APURIMAC","ANTABAMBA","ANTABAMBA",7,1,0,0,29
"105","x030305","APURIMAC","ANTABAMBA","OROPESA",2,0,0,0,9
"106","x030401","APURIMAC","AYMARAES","CHALHUANCA",19,0,2,0,102
"107","x030501","APURIMAC","COTABAMBAS","TAMBOBAMBA",23,0,0,0,130
"108","x030601","APURIMAC","CHINCHEROS","CHINCHEROS",8,0,0,1,29
"109","x030602","APURIMAC","CHINCHEROS","ANCO-HUALLO",2,0,0,0,21
"110","x030701","APURIMAC","GRAU","CHUQUIBAMBILLA",35,0,0,1,52
"111","x030705","APURIMAC","GRAU","MAMARA",10,0,0,0,11
"112","x030712","APURIMAC","GRAU","VILCABAMBA",9,1,1,0,22
"113","x040101","AREQUIPA","AREQUIPA","AREQUIPA",1023,1,10,43,558
"114","x040102","AREQUIPA","AREQUIPA","ALTO SELVA ALEGRE",165,0,1,1,165
"115","x040103","AREQUIPA","AREQUIPA","CAYMA",389,4,3,8,288
"116","x040104","AREQUIPA","AREQUIPA","CERRO COLORADO",501,2,4,13,575
"117","x040105","AREQUIPA","AREQUIPA","CHARACATO",26,0,1,3,29
"118","x040106","AREQUIPA","AREQUIPA","CHIGUATA",32,1,0,0,45
"119","x040107","AREQUIPA","AREQUIPA","JACOBO HUNTER",58,0,1,3,130
"120","x040108","AREQUIPA","AREQUIPA","LA JOYA",238,16,1,23,178
"121","x040109","AREQUIPA","AREQUIPA","MARIANO MELGAR",326,2,1,3,185
"122","x040110","AREQUIPA","AREQUIPA","MIRAFLORES",107,2,2,1,117
"123","x040111","AREQUIPA","AREQUIPA","MOLLEBAYA",41,0,0,0,25
"124","x040112","AREQUIPA","AREQUIPA","PAUCARPATA",237,0,2,10,290
"125","x040113","AREQUIPA","AREQUIPA","POCSI",16,4,0,1,15
"126","x040116","AREQUIPA","AREQUIPA","SABANDIA",16,0,0,0,7
"127","x040117","AREQUIPA","AREQUIPA","SACHACA",99,2,1,1,87
"128","x040118","AREQUIPA","AREQUIPA","SAN JUAN DE SIGUAS",28,0,0,3,7
"129","x040119","AREQUIPA","AREQUIPA","SAN JUAN DE TARUCANI",0,0,0,0,2
"130","x040121","AREQUIPA","AREQUIPA","SANTA RITA DE SIGUAS",9,0,0,0,20
"131","x040122","AREQUIPA","AREQUIPA","SOCABAYA",385,2,5,4,247
"132","x040123","AREQUIPA","AREQUIPA","TIABAYA",123,0,4,3,67
"133","x040124","AREQUIPA","AREQUIPA","UCHUMAYO",29,0,1,0,38
"134","x040125","AREQUIPA","AREQUIPA","VITOR",12,0,0,0,6
"135","x040126","AREQUIPA","AREQUIPA","YANAHUARA",410,0,2,2,132
"136","x040127","AREQUIPA","AREQUIPA","YARABAMBA",81,6,0,12,83
"137","x040128","AREQUIPA","AREQUIPA","YURA",136,0,6,4,514
"138","x040129","AREQUIPA","AREQUIPA","JOSE LUIS BUSTAMANTE Y RIVERO",400,0,2,4,412
"139","x040201","AREQUIPA","CAMANA","CAMANA",59,0,0,0,86
"140","x040202","AREQUIPA","CAMANA","JOSE MARIA QUIMPER",58,4,0,0,68
"141","x040204","AREQUIPA","CAMANA","MARISCAL CACERES",19,1,0,0,99
"142","x040205","AREQUIPA","CAMANA","NICOLAS DE PIEROLA",22,2,0,1,93
"143","x040206","AREQUIPA","CAMANA","OCOÑA",31,0,1,0,19
"144","x040207","AREQUIPA","CAMANA","QUILCA",11,0,0,0,17
"145","x040208","AREQUIPA","CAMANA","SAMUEL PASTOR",61,0,1,0,39
"146","x040301","AREQUIPA","CARAVELI","CARAVELI",8,0,0,0,36
"147","x040302","AREQUIPA","CARAVELI","ACARI",6,0,0,0,46
"148","x040303","AREQUIPA","CARAVELI","ATICO",12,0,0,0,62
"149","x040305","AREQUIPA","CARAVELI","BELLA UNION",18,0,0,0,13
"150","x040308","AREQUIPA","CARAVELI","CHAPARRA",3,0,0,0,1
"151","x040310","AREQUIPA","CARAVELI","JAQUI",4,0,0,0,8
"152","x040311","AREQUIPA","CARAVELI","LOMAS",4,0,0,0,9
"153","x040313","AREQUIPA","CARAVELI","YAUCA",19,0,0,0,13
"154","x040401","AREQUIPA","CASTILLA","APLAO",55,0,2,4,130
"155","x040402","AREQUIPA","CASTILLA","ANDAGUA",10,0,0,15,11
"156","x040408","AREQUIPA","CASTILLA","MACHAGUAY",20,0,0,0,8
"157","x040409","AREQUIPA","CASTILLA","ORCOPAMPA",33,0,0,0,102
"158","x040410","AREQUIPA","CASTILLA","PAMPACOLCA",24,0,0,0,2
"159","x040413","AREQUIPA","CASTILLA","URACA",8,1,0,2,56
"160","x040414","AREQUIPA","CASTILLA","VIRACO",8,0,0,1,23
"161","x040501","AREQUIPA","CAYLLOMA","CHIVAY",45,1,0,7,107
"162","x040503","AREQUIPA","CAYLLOMA","CABANACONDE",14,0,1,7,35
"163","x040505","AREQUIPA","CAYLLOMA","CAYLLOMA",25,0,0,10,40
"164","x040507","AREQUIPA","CAYLLOMA","HUAMBO",19,0,0,1,11
"165","x040508","AREQUIPA","CAYLLOMA","HUANCA",42,0,0,11,58
"166","x040513","AREQUIPA","CAYLLOMA","MADRIGAL",1,0,0,0,7
"167","x040514","AREQUIPA","CAYLLOMA","SAN ANTONIO DE CHUCA",12,0,0,5,6
"168","x040515","AREQUIPA","CAYLLOMA","SIBAYO",7,0,0,0,30
"169","x040520","AREQUIPA","CAYLLOMA","MAJES",26,0,0,2,61
"170","x040601","AREQUIPA","CONDESUYOS","CHUQUIBAMBA",21,0,0,20,57
"171","x040602","AREQUIPA","CONDESUYOS","ANDARAY",11,0,0,2,8
"172","x040603","AREQUIPA","CONDESUYOS","CAYARANI",2,0,0,2,10
"173","x040606","AREQUIPA","CONDESUYOS","RIO GRANDE",20,0,0,1,38
"174","x040607","AREQUIPA","CONDESUYOS","SALAMANCA",5,0,0,2,4
"175","x040608","AREQUIPA","CONDESUYOS","YANAQUIHUA",12,0,0,5,38
"176","x040701","AREQUIPA","ISLAY","MOLLENDO",128,0,1,0,113
"177","x040702","AREQUIPA","ISLAY","COCACHACRA",23,1,0,2,47
"178","x040703","AREQUIPA","ISLAY","DEAN VALDIVIA",30,0,0,1,13
"179","x040704","AREQUIPA","ISLAY","ISLAY",15,0,0,0,17
"180","x040705","AREQUIPA","ISLAY","MEJIA",13,1,0,0,4
"181","x040706","AREQUIPA","ISLAY","PUNTA DE BOMBON",20,0,1,1,23
"182","x040801","AREQUIPA","LA UNION","COTAHUASI",5,0,0,0,9
"183","x040802","AREQUIPA","LA UNION","ALCA",3,0,0,0,19
"184","x040803","AREQUIPA","LA UNION","CHARCANA",1,0,0,0,4
"185","x050101","AYACUCHO","HUAMANGA","AYACUCHO",185,12,0,12,274
"186","x050103","AYACUCHO","HUAMANGA","ACOS VINCHOS",11,0,0,1,27
"187","x050104","AYACUCHO","HUAMANGA","CARMEN ALTO",130,1,4,0,173
"188","x050106","AYACUCHO","HUAMANGA","OCROS",4,0,0,0,8
"189","x050108","AYACUCHO","HUAMANGA","QUINUA",16,0,1,0,42
"190","x050114","AYACUCHO","HUAMANGA","VINCHOS",8,0,0,0,62
"191","x050115","AYACUCHO","HUAMANGA","JESUS NAZARENO",6,0,0,1,13
"192","x050201","AYACUCHO","CANGALLO","CANGALLO",12,1,1,1,112
"193","x050202","AYACUCHO","CANGALLO","CHUSCHI",4,0,0,0,37
"194","x050205","AYACUCHO","CANGALLO","PARAS",8,0,1,0,25
"195","x050301","AYACUCHO","HUANCA SANCOS","SANCOS",15,0,0,0,34
"196","x050401","AYACUCHO","HUANTA","HUANTA",54,52,22,20,318
"197","x050403","AYACUCHO","HUANTA","HUAMANGUILLA",9,1,0,2,15
"198","x050407","AYACUCHO","HUANTA","SIVIA",11,6,4,7,45
"199","x050408","AYACUCHO","HUANTA","LLOCHEGUA",12,5,1,8,80
"200","x050501","AYACUCHO","LA MAR","SAN MIGUEL",10,5,1,2,131
"201","x050503","AYACUCHO","LA MAR","AYNA",54,8,1,0,200
"202","x050505","AYACUCHO","LA MAR","CHUNGUI",5,2,0,0,13
"203","x050507","AYACUCHO","LA MAR","SANTA ROSA",16,2,0,7,113
"204","x050508","AYACUCHO","LA MAR","TAMBO",4,4,0,0,123
"205","x050509","AYACUCHO","LA MAR","SAMUGARI",19,12,1,0,78
"206","x050601","AYACUCHO","LUCANAS","PUQUIO",36,1,0,1,118
"207","x050602","AYACUCHO","LUCANAS","AUCARA",2,0,0,0,3
"208","x050603","AYACUCHO","LUCANAS","CABANA",7,2,0,0,17
"209","x050606","AYACUCHO","LUCANAS","CHIPAO",8,0,0,0,25
"210","x050612","AYACUCHO","LUCANAS","OCAÑA",17,0,0,2,9
"211","x050613","AYACUCHO","LUCANAS","OTOCA",5,0,0,0,11
"212","x050621","AYACUCHO","LUCANAS","SANTA LUCIA",4,1,0,2,10
"213","x050701","AYACUCHO","PARINACOCHAS","CORACORA",30,7,5,4,243
"214","x050706","AYACUCHO","PARINACOCHAS","PUYUSCA",9,0,0,0,20
"215","x050801","AYACUCHO","PAUCAR DEL SARA SARA","PAUSA",11,4,1,0,58
"216","x050901","AYACUCHO","SUCRE","QUEROBAMBA",12,0,0,0,61
"217","x051001","AYACUCHO","VICTOR FAJARDO","HUANCAPI",11,1,0,0,41
"218","x051005","AYACUCHO","VICTOR FAJARDO","CANARIA",8,3,1,1,30
"219","x051012","AYACUCHO","VICTOR FAJARDO","VILCANCHOS",7,0,0,1,24
"220","x051101","AYACUCHO","VILCAS HUAMAN","VILCAS HUAMAN",47,1,0,6,153
"221","x051104","AYACUCHO","VILCAS HUAMAN","CONCEPCION",3,0,0,0,7
"222","x060101","CAJAMARCA","CAJAMARCA","CAJAMARCA",100,0,0,2,103
"223","x060102","CAJAMARCA","CAJAMARCA","ASUNCION",10,4,2,3,16
"224","x060104","CAJAMARCA","CAJAMARCA","COSPAN",0,2,0,0,7
"225","x060105","CAJAMARCA","CAJAMARCA","ENCAÑADA",4,3,0,6,54
"226","x060106","CAJAMARCA","CAJAMARCA","JESUS",21,0,0,1,77
"227","x060108","CAJAMARCA","CAJAMARCA","LOS BAÑOS DEL INCA",33,0,0,2,52
"228","x060109","CAJAMARCA","CAJAMARCA","MAGDALENA",14,1,0,0,19
"229","x060110","CAJAMARCA","CAJAMARCA","MATARA",0,0,0,10,16
"230","x060111","CAJAMARCA","CAJAMARCA","NAMORA",27,0,4,3,35
"231","x060112","CAJAMARCA","CAJAMARCA","SAN JUAN",10,5,1,3,10
"232","x060201","CAJAMARCA","CAJABAMBA","CAJABAMBA",17,49,138,1,41
"233","x060202","CAJAMARCA","CAJABAMBA","CACHACHI",1,1,32,0,22
"234","x060203","CAJAMARCA","CAJABAMBA","CONDEBAMBA",7,1,13,3,15
"235","x060204","CAJAMARCA","CAJABAMBA","SITACOCHA",2,1,22,1,13
"236","x060301","CAJAMARCA","CELENDIN","CELENDIN",34,6,7,8,121
"237","x060302","CAJAMARCA","CELENDIN","CHUMUCH",1,0,0,0,12
"238","x060303","CAJAMARCA","CELENDIN","CORTEGANA",7,2,0,3,12
"239","x060304","CAJAMARCA","CELENDIN","HUASMIN",7,0,3,2,10
"240","x060307","CAJAMARCA","CELENDIN","MIGUEL IGLESIAS",4,3,0,0,8
"241","x060308","CAJAMARCA","CELENDIN","OXAMARCA",7,2,0,2,12
"242","x060309","CAJAMARCA","CELENDIN","SOROCHUCO",11,3,3,2,38
"243","x060310","CAJAMARCA","CELENDIN","SUCRE",18,2,3,3,31
"244","x060401","CAJAMARCA","CHOTA","CHOTA",19,5,1,3,461
"245","x060404","CAJAMARCA","CHOTA","CHIGUIRIP",1,0,0,0,16
"246","x060405","CAJAMARCA","CHOTA","CHIMBAN",0,0,0,0,5
"247","x060407","CAJAMARCA","CHOTA","COCHABAMBA",0,1,0,0,31
"248","x060408","CAJAMARCA","CHOTA","CONCHAN",6,0,1,0,17
"249","x060409","CAJAMARCA","CHOTA","HUAMBOS",9,3,0,1,28
"250","x060410","CAJAMARCA","CHOTA","LAJAS",5,2,0,0,36
"251","x060411","CAJAMARCA","CHOTA","LLAMA",33,2,1,0,16
"252","x060412","CAJAMARCA","CHOTA","MIRACOSTA",2,0,0,0,1
"253","x060415","CAJAMARCA","CHOTA","QUEROCOTO",17,0,1,2,22
"254","x060416","CAJAMARCA","CHOTA","SAN JUAN DE LICUPIS",0,0,0,0,2
"255","x060417","CAJAMARCA","CHOTA","TACABAMBA",2,1,0,1,33
"256","x060418","CAJAMARCA","CHOTA","TOCMOCHE",4,0,0,0,2
"257","x060419","CAJAMARCA","CHOTA","CHALAMARCA",4,0,0,0,23
"258","x060501","CAJAMARCA","CONTUMAZA","CONTUMAZA",17,7,4,9,55
"259","x060502","CAJAMARCA","CONTUMAZA","CHILETE",14,16,2,6,33
"260","x060503","CAJAMARCA","CONTUMAZA","CUPISNIQUE",13,2,1,10,11
"261","x060504","CAJAMARCA","CONTUMAZA","GUZMANGO",6,0,0,0,15
"262","x060505","CAJAMARCA","CONTUMAZA","SAN BENITO",5,1,0,1,8
"263","x060506","CAJAMARCA","CONTUMAZA","SANTA CRUZ DE TOLED",13,0,0,0,10
"264","x060507","CAJAMARCA","CONTUMAZA","TANTARICA",14,4,1,2,31
"265","x060508","CAJAMARCA","CONTUMAZA","YONAN",31,7,2,4,41
"266","x060601","CAJAMARCA","CUTERVO","CUTERVO",8,6,0,0,319
"267","x060602","CAJAMARCA","CUTERVO","CALLAYUC",2,0,0,0,11
"268","x060603","CAJAMARCA","CUTERVO","CHOROS",2,0,0,0,1
"269","x060605","CAJAMARCA","CUTERVO","LA RAMADA",0,0,0,0,24
"270","x060606","CAJAMARCA","CUTERVO","PIMPINGOS",26,0,0,0,29
"271","x060607","CAJAMARCA","CUTERVO","QUEROCOTILLO",16,1,1,2,32
"272","x060608","CAJAMARCA","CUTERVO","SAN ANDRES DE CUTERVO",12,0,0,3,7
"273","x060609","CAJAMARCA","CUTERVO","SAN JUAN DE CUTERVO",4,0,1,1,3
"274","x060611","CAJAMARCA","CUTERVO","SANTA CRUZ",3,0,0,0,14
"275","x060612","CAJAMARCA","CUTERVO","SANTO DOMINGO DE LA CAPILLA",3,0,0,0,27
"276","x060613","CAJAMARCA","CUTERVO","SANTO TOMAS",12,0,0,0,21
"277","x060614","CAJAMARCA","CUTERVO","SOCOTA",14,0,0,0,32
"278","x060701","CAJAMARCA","HUALGAYOC","BAMBAMARCA",78,22,23,17,243
"279","x060703","CAJAMARCA","HUALGAYOC","HUALGAYOC",3,6,1,1,18
"280","x060801","CAJAMARCA","JAEN","JAEN",215,0,0,0,91
"281","x060802","CAJAMARCA","JAEN","BELLAVISTA",12,0,0,0,29
"282","x060803","CAJAMARCA","JAEN","CHONTALI",9,0,0,0,36
"283","x060804","CAJAMARCA","JAEN","COLASAY",1,0,0,0,15
"284","x060805","CAJAMARCA","JAEN","HUABAL",6,0,0,0,11
"285","x060806","CAJAMARCA","JAEN","LAS PIRIAS",5,0,0,0,9
"286","x060807","CAJAMARCA","JAEN","POMAHUACA",8,0,0,0,10
"287","x060808","CAJAMARCA","JAEN","PUCARA",4,0,0,0,17
"288","x060809","CAJAMARCA","JAEN","SALLIQUE",1,0,0,0,7
"289","x060810","CAJAMARCA","JAEN","SAN FELIPE",1,0,0,0,13
"290","x060812","CAJAMARCA","JAEN","SANTA ROSA",6,0,0,2,13
"291","x060901","CAJAMARCA","SAN IGNACIO","SAN IGNACIO",22,0,0,0,52
"292","x060902","CAJAMARCA","SAN IGNACIO","CHIRINOS",3,0,0,0,15
"293","x060903","CAJAMARCA","SAN IGNACIO","HUARANGO",14,0,0,0,11
"294","x060905","CAJAMARCA","SAN IGNACIO","NAMBALLE",6,0,0,0,4
"295","x060906","CAJAMARCA","SAN IGNACIO","SAN JOSE DE LOURDES",0,0,0,0,9
"296","x060907","CAJAMARCA","SAN IGNACIO","TABACONAS",0,0,0,0,17
"297","x061001","CAJAMARCA","SAN MARCOS","PEDRO GALVEZ",9,0,1,25,107
"298","x061003","CAJAMARCA","SAN MARCOS","EDUARDO VILLANUEVA",11,0,0,10,14
"299","x061005","CAJAMARCA","SAN MARCOS","ICHOCAN",4,0,0,10,11
"300","x061007","CAJAMARCA","SAN MARCOS","JOSE SABOGAL",1,0,0,12,15
"301","x061101","CAJAMARCA","SAN MIGUEL","SAN MIGUEL",33,4,2,0,75
"302","x061102","CAJAMARCA","SAN MIGUEL","BOLIVAR",42,0,0,0,2
"303","x061105","CAJAMARCA","SAN MIGUEL","EL PRADO",10,1,0,0,19
"304","x061106","CAJAMARCA","SAN MIGUEL","LA FLORIDA",17,1,0,0,20
"305","x061107","CAJAMARCA","SAN MIGUEL","LLAPA",6,0,0,0,33
"306","x061108","CAJAMARCA","SAN MIGUEL","NANCHOC",12,1,0,0,7
"307","x061109","CAJAMARCA","SAN MIGUEL","NIEPOS",17,0,0,0,8
"308","x061110","CAJAMARCA","SAN MIGUEL","SAN GREGORIO",3,3,0,1,8
"309","x061112","CAJAMARCA","SAN MIGUEL","TONGOD",1,0,0,2,15
"310","x061113","CAJAMARCA","SAN MIGUEL","UNION AGUA BLANCA",1,0,0,0,9
"311","x061201","CAJAMARCA","SAN PABLO","SAN PABLO",12,0,0,0,64
"312","x061301","CAJAMARCA","SANTA CRUZ","SANTA CRUZ",40,3,3,1,32
"313","x061303","CAJAMARCA","SANTA CRUZ","CATACHE",16,0,1,2,27
"314","x061304","CAJAMARCA","SANTA CRUZ","CHANCAYBAÑOS",3,1,0,0,13
"315","x061306","CAJAMARCA","SANTA CRUZ","NINABAMBA",2,0,0,0,12
"316","x061307","CAJAMARCA","SANTA CRUZ","PULAN",6,0,0,0,6
"317","x061310","CAJAMARCA","SANTA CRUZ","UTICYACU",14,0,0,0,0
"318","x061311","CAJAMARCA","SANTA CRUZ","YAUYUCAN",0,0,0,0,5
"319","x070101","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","CALLAO",2261,3,10,12,1341
"320","x070102","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","BELLAVISTA",132,0,3,3,189
"321","x070103","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","CARMEN DE LA LEGUA REYNOSO",151,0,2,0,331
"322","x070104","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","LA PERLA",21,0,0,1,114
"323","x070105","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","LA PUNTA",7,0,1,1,31
"324","x070106","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","VENTANILLA",408,0,4,0,534
"325","x070107","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","MI PERU",100,0,0,2,70
