"","UBIGEO","DEPARTAMENTO","PROVINCIA","DISTRITO","FALTAS_CONTRA_EL_PATRIMONIO","FALTAS_CONTRA_LA_SEGURIDAD_PUBLICA","FALTAS_CONTRA_LA_TRANQUILIDAD_PUBLICA","FALTAS_CONTRA_LAS_BUENAS_COSTUMBRES","FALTAS_CONTRA_LAS_PERSONAS"
"326","x080101","CUSCO","CUSCO","CUSCO",348,1,2,452,430
"327","x080103","CUSCO","CUSCO","POROY",43,0,0,239,54
"328","x080104","CUSCO","CUSCO","SAN JERONIMO",56,1,0,1,125
"329","x080105","CUSCO","CUSCO","SAN SEBASTIAN",451,52,9,9,645
"330","x080106","CUSCO","CUSCO","SANTIAGO",149,3,2,183,333
"331","x080107","CUSCO","CUSCO","SAYLLA",32,0,1,110,36
"332","x080108","CUSCO","CUSCO","WANCHAQ",388,5,3,6,340
"333","x080205","CUSCO","ACOMAYO","POMACANCHI",15,0,5,7,17
"334","x080207","CUSCO","ACOMAYO","SANGARARA",17,2,5,8,41
"335","x080301","CUSCO","ANTA","ANTA",37,15,1,3,392
"336","x080302","CUSCO","ANTA","ANCAHUASI",11,0,0,0,65
"337","x080303","CUSCO","ANTA","CACHIMAYO",1,7,0,22,4
"338","x080304","CUSCO","ANTA","CHINCHAYPUJIO",3,1,0,0,21
"339","x080305","CUSCO","ANTA","HUAROCONDO",2,0,0,0,67
"340","x080306","CUSCO","ANTA","LIMATAMBO",10,7,1,3,62
"341","x080307","CUSCO","ANTA","MOLLEPATA",12,1,0,1,44
"342","x080308","CUSCO","ANTA","PUCYURA",9,0,0,0,13
"343","x080309","CUSCO","ANTA","ZURITE",22,0,0,0,64
"344","x080401","CUSCO","CALCA","CALCA",76,7,2,213,104
"345","x080404","CUSCO","CALCA","LARES",20,1,0,10,18
"346","x080405","CUSCO","CALCA","PISAC",27,3,2,3,68
"347","x080406","CUSCO","CALCA","SAN SALVADOR",32,2,0,7,33
"348","x080408","CUSCO","CALCA","YANATILE",4,0,0,28,37
"349","x080501","CUSCO","CANAS","YANAOCA",16,0,0,0,64
"350","x080503","CUSCO","CANAS","KUNTURKANKI",20,0,0,0,23
"351","x080505","CUSCO","CANAS","LAYO",24,2,0,0,37
"352","x080601","CUSCO","CANCHIS","SICUANI",88,11,5,1,211
"353","x080604","CUSCO","CANCHIS","MARANGANI",13,0,0,0,26
"354","x080608","CUSCO","CANCHIS","TINTA",13,0,0,0,67
"355","x080701","CUSCO","CHUMBIVILCAS","SANTO TOMAS",52,4,0,5,143
"356","x080708","CUSCO","CHUMBIVILCAS","VELILLE",17,0,0,0,69
"357","x080801","CUSCO","ESPINAR","ESPINAR",62,0,0,0,120
"358","x080901","CUSCO","LA CONVENCION","SANTA ANA",69,37,16,8,123
"359","x080902","CUSCO","LA CONVENCION","ECHARATE",60,24,2,11,242
"360","x080904","CUSCO","LA CONVENCION","MARANURA",46,16,3,1,142
"361","x080905","CUSCO","LA CONVENCION","OCOBAMBA",29,1,0,17,30
"362","x080906","CUSCO","LA CONVENCION","QUELLOUNO",24,1,4,0,52
"363","x080909","CUSCO","LA CONVENCION","VILCABAMBA",11,4,0,3,29
"364","x080910","CUSCO","LA CONVENCION","PICHARI",20,6,4,0,33
"365","x081001","CUSCO","PARURO","PARURO",35,2,0,1,88
"366","x081005","CUSCO","PARURO","HUANOQUITE",21,0,0,0,82
"367","x081101","CUSCO","PAUCARTAMBO","PAUCARTAMBO",16,3,0,0,93
"368","x081105","CUSCO","PAUCARTAMBO","HUANCARANI",10,3,1,0,34
"369","x081106","CUSCO","PAUCARTAMBO","KOSÑIPATA",5,1,0,0,42
"370","x081201","CUSCO","QUISPICANCHI","URCOS",32,1,0,0,86
"371","x081203","CUSCO","QUISPICANCHI","CAMANTI",11,2,0,0,26
"372","x081205","CUSCO","QUISPICANCHI","CCATCA",8,0,0,0,32
"373","x081207","CUSCO","QUISPICANCHI","HUARO",3,0,0,0,8
"374","x081209","CUSCO","QUISPICANCHI","MARCAPATA",16,2,0,0,26
"375","x081210","CUSCO","QUISPICANCHI","OCONGATE",15,0,0,0,103
"376","x081211","CUSCO","QUISPICANCHI","OROPESA",16,3,0,0,60
"377","x081212","CUSCO","QUISPICANCHI","QUIQUIJANA",22,0,0,0,91
"378","x081301","CUSCO","URUBAMBA","URUBAMBA",38,0,1,0,53
"379","x081302","CUSCO","URUBAMBA","CHINCHERO",33,9,5,5,83
"380","x081304","CUSCO","URUBAMBA","MACHUPICCHU",18,0,5,2,66
"381","x081305","CUSCO","URUBAMBA","MARAS",65,0,4,1,72
"382","x081306","CUSCO","URUBAMBA","OLLANTAYTAMBO",14,0,0,2,72
"383","x090101","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA",88,0,1,2,245
"384","x090102","HUANCAVELICA","HUANCAVELICA","ACOBAMBILLA",3,0,0,0,10
"385","x090103","HUANCAVELICA","HUANCAVELICA","ACORIA",9,0,0,0,53
"386","x090106","HUANCAVELICA","HUANCAVELICA","HUACHOCOLPA",3,0,0,0,5
"387","x090108","HUANCAVELICA","HUANCAVELICA","IZCUCHACA",11,0,0,0,30
"388","x090112","HUANCAVELICA","HUANCAVELICA","MOYA",2,0,0,0,7
"389","x090117","HUANCAVELICA","HUANCAVELICA","YAULI",4,0,0,0,105
"390","x090119","HUANCAVELICA","HUANCAVELICA","HUANDO",24,0,0,0,55
"391","x090201","HUANCAVELICA","ACOBAMBA","ACOBAMBA",2,0,0,0,58
"392","x090205","HUANCAVELICA","ACOBAMBA","MARCAS",4,0,0,0,12
"393","x090206","HUANCAVELICA","ACOBAMBA","PAUCARA",4,0,0,0,104
"394","x090301","HUANCAVELICA","ANGARAES","LIRCAY",37,0,0,0,322
"395","x090304","HUANCAVELICA","ANGARAES","CCOCHACCASA",3,0,0,0,16
"396","x090306","HUANCAVELICA","ANGARAES","CONGALLA",4,0,0,0,18
"397","x090309","HUANCAVELICA","ANGARAES","JULCAMARCA",9,0,0,0,14
"398","x090401","HUANCAVELICA","CASTROVIRREYNA","CASTROVIRREYNA",5,1,0,0,44
"399","x090402","HUANCAVELICA","CASTROVIRREYNA","ARMA",12,0,0,0,27
"400","x090403","HUANCAVELICA","CASTROVIRREYNA","AURAHUA",7,0,0,0,18
"401","x090405","HUANCAVELICA","CASTROVIRREYNA","CHUPAMARCA",12,0,0,0,4
"402","x090407","HUANCAVELICA","CASTROVIRREYNA","HUACHOS",9,0,0,0,13
"403","x090412","HUANCAVELICA","CASTROVIRREYNA","TANTARA",27,0,3,0,32
"404","x090413","HUANCAVELICA","CASTROVIRREYNA","TICRAPO",7,0,0,0,16
"405","x090501","HUANCAVELICA","CHURCAMPA","CHURCAMPA",11,0,0,1,63
"406","x090502","HUANCAVELICA","CHURCAMPA","ANCO",7,0,0,1,60
"407","x090507","HUANCAVELICA","CHURCAMPA","PAUCARBAMBA",7,0,0,0,42
"408","x090508","HUANCAVELICA","CHURCAMPA","SAN MIGUEL DE MAYOCC",3,0,0,0,11
"409","x090509","HUANCAVELICA","CHURCAMPA","SAN PEDRO DE CORIS",8,0,0,0,14
"410","x090601","HUANCAVELICA","HUAYTARA","HUAYTARA",16,0,0,0,61
"411","x090603","HUANCAVELICA","HUAYTARA","CORDOVA",15,0,0,0,10
"412","x090607","HUANCAVELICA","HUAYTARA","PILPICHACA",0,0,0,0,49
"413","x090613","HUANCAVELICA","HUAYTARA","SANTIAGO DE CHOCORVOS",6,3,1,0,18
"414","x090702","HUANCAVELICA","TAYACAJA","ACOSTAMBO",7,1,0,2,25
"415","x090704","HUANCAVELICA","TAYACAJA","AHUAYCHA",25,0,0,0,49
"416","x090705","HUANCAVELICA","TAYACAJA","COLCABAMBA",49,0,1,0,66
"417","x090707","HUANCAVELICA","TAYACAJA","HUACHOCOLPA",5,0,0,0,15
"418","x090711","HUANCAVELICA","TAYACAJA","PAZOS",2,0,0,0,5
"419","x090717","HUANCAVELICA","TAYACAJA","SURCUBAMBA",5,0,0,0,22
"420","x100101","HUANUCO","HUANUCO","HUANUCO",137,1,0,1,111
"421","x100102","HUANUCO","HUANUCO","AMARILIS",65,10,2,16,334
"422","x100103","HUANUCO","HUANUCO","CHINCHAO",15,0,0,0,114
"423","x100104","HUANUCO","HUANUCO","CHURUBAMBA",2,0,0,0,42
"424","x100105","HUANUCO","HUANUCO","MARGOS",2,0,0,0,8
"425","x100108","HUANUCO","HUANUCO","SAN PEDRO DE CHAULAN",10,0,2,2,11
"426","x100111","HUANUCO","HUANUCO","PILLCO MARCA",40,3,4,20,315
"427","x100201","HUANUCO","AMBO","AMBO",13,1,0,1,140
"428","x100202","HUANUCO","AMBO","CAYNA",4,1,0,1,4
"429","x100207","HUANUCO","AMBO","SAN RAFAEL",5,0,0,2,16
"430","x100301","HUANUCO","DOS DE MAYO","LA UNION",13,26,6,4,147
"431","x100401","HUANUCO","HUACAYBAMBA","HUACAYBAMBA",4,0,0,0,17
"432","x100501","HUANUCO","HUAMALIES","LLATA",11,24,1,0,81
"433","x100507","HUANUCO","HUAMALIES","MONZON",15,2,1,2,34
"434","x100601","HUANUCO","LEONCIO PRADO","RUPA-RUPA",42,0,0,0,185
"435","x100602","HUANUCO","LEONCIO PRADO","DANIEL ALOMIA ROBLES",8,0,0,0,43
"436","x100604","HUANUCO","LEONCIO PRADO","JOSE CRESPO Y CASTILLO",18,1,0,5,114
"437","x100606","HUANUCO","LEONCIO PRADO","MARIANO DAMASO BERAUN",3,0,0,0,51
"438","x100701","HUANUCO","MARAÑON","HUACRACHUCO",0,0,0,0,12
"439","x100702","HUANUCO","MARAÑON","CHOLON",8,0,0,2,24
"440","x100801","HUANUCO","PACHITEA","PANAO",12,1,0,1,62
"441","x100901","HUANUCO","PUERTO INCA","PUERTO INCA",8,0,0,0,90
"442","x101001","HUANUCO","LAURICOCHA","JESUS",9,0,0,1,51
"443","x101002","HUANUCO","LAURICOCHA","BAÑOS",3,5,1,0,27
"444","x101005","HUANUCO","LAURICOCHA","RONDOS",1,1,0,1,29
"445","x101007","HUANUCO","LAURICOCHA","SAN MIGUEL DE CAURI",2,0,0,2,27
"446","x101101","HUANUCO","YAROWILCA","CHAVINILLO",15,4,4,1,76
"447","x110101","ICA","ICA","ICA",125,2,3,27,178
"448","x110102","ICA","ICA","LA TINGUIÑA",29,0,1,0,84
"449","x110103","ICA","ICA","LOS AQUIJES",48,0,0,1,219
"450","x110104","ICA","ICA","OCUCAJE",36,0,0,0,53
"451","x110105","ICA","ICA","PACHACUTEC",40,0,0,0,29
"452","x110106","ICA","ICA","PARCONA",52,1,1,3,118
"453","x110107","ICA","ICA","PUEBLO NUEVO",67,0,0,0,101
"454","x110108","ICA","ICA","SALAS",134,0,2,1,139
"455","x110109","ICA","ICA","SAN JOSE DE LOS MOLINOS",42,1,0,0,51
"456","x110110","ICA","ICA","SAN JUAN BAUTISTA",25,0,0,0,47
"457","x110111","ICA","ICA","SANTIAGO",49,0,0,0,75
"458","x110112","ICA","ICA","SUBTANJALLA",12,0,7,1,66
"459","x110201","ICA","CHINCHA","CHINCHA ALTA",71,0,0,0,117
"460","x110202","ICA","CHINCHA","ALTO LARAN",17,0,0,0,23
"461","x110204","ICA","CHINCHA","CHINCHA BAJA",35,0,1,1,35
"462","x110205","ICA","CHINCHA","EL CARMEN",17,0,0,0,47
"463","x110206","ICA","CHINCHA","GROCIO PRADO",20,0,1,0,47
"464","x110207","ICA","CHINCHA","PUEBLO NUEVO",41,0,0,0,67
"465","x110210","ICA","CHINCHA","SUNAMPE",29,0,0,0,50
"466","x110211","ICA","CHINCHA","TAMBO DE MORA",1,0,0,0,1
"467","x110303","ICA","NASCA","EL INGENIO",23,0,0,0,48
"468","x110304","ICA","NASCA","MARCONA",50,0,0,0,69
"469","x110305","ICA","NASCA","VISTA ALEGRE",17,0,0,0,44
"470","x110401","ICA","PALPA","PALPA",49,1,1,0,70
"471","x110501","ICA","PISCO","PISCO",181,3,2,1,137
"472","x110503","ICA","PISCO","HUMAY",16,0,0,1,9
"473","x110504","ICA","PISCO","INDEPENDENCIA",51,0,0,2,53
"474","x110505","ICA","PISCO","PARACAS",7,0,1,0,15
"475","x110506","ICA","PISCO","SAN ANDRES",40,1,0,0,56
"476","x110507","ICA","PISCO","SAN CLEMENTE",20,0,0,1,26
"477","x110508","ICA","PISCO","TUPAC AMARU INCA",75,2,4,1,94
"478","x120101","JUNIN","HUANCAYO","HUANCAYO",245,1,2,0,313
"479","x120107","JUNIN","HUANCAYO","CHILCA",121,0,0,0,207
"480","x120108","JUNIN","HUANCAYO","CHONGOS ALTO",16,0,1,0,31
"481","x120114","JUNIN","HUANCAYO","EL TAMBO",514,1,1,1,438
"482","x120121","JUNIN","HUANCAYO","HUAYUCACHI",15,0,1,0,9
"483","x120129","JUNIN","HUANCAYO","SAN AGUSTIN",84,13,0,2,262
"484","x120130","JUNIN","HUANCAYO","SAN JERONIMO DE TUNAN",13,0,0,0,34
"485","x120133","JUNIN","HUANCAYO","SAPALLANGA",78,3,0,2,237
"486","x120134","JUNIN","HUANCAYO","SICAYA",88,4,0,0,145
"487","x120201","JUNIN","CONCEPCION","CONCEPCION",13,0,0,0,23
"488","x120206","JUNIN","CONCEPCION","COMAS",20,0,3,0,36
"489","x120213","JUNIN","CONCEPCION","ORCOTUNA",17,13,2,0,82
"490","x120301","JUNIN","CHANCHAMAYO","CHANCHAMAYO",81,35,1,10,242
"491","x120302","JUNIN","CHANCHAMAYO","PERENE",27,28,0,12,80
"492","x120303","JUNIN","CHANCHAMAYO","PICHANAQUI",47,62,0,6,495
"493","x120304","JUNIN","CHANCHAMAYO","SAN LUIS DE SHUARO",10,5,0,0,37
"494","x120305","JUNIN","CHANCHAMAYO","SAN RAMON",21,0,0,0,28
"495","x120401","JUNIN","JAUJA","JAUJA",35,0,0,0,23
"496","x120402","JUNIN","JAUJA","ACOLLA",11,0,0,2,15
"497","x120403","JUNIN","JAUJA","APATA",26,1,0,5,57
"498","x120405","JUNIN","JAUJA","CANCHAYLLO",9,2,0,0,20
"499","x120431","JUNIN","JAUJA","SINCOS",16,2,1,0,41
"500","x120501","JUNIN","JUNIN","JUNIN",25,34,1,0,82
"501","x120502","JUNIN","JUNIN","CARHUAMAYO",19,2,0,0,60
"502","x120504","JUNIN","JUNIN","ULCUMAYO",15,1,0,0,27
"503","x120601","JUNIN","SATIPO","SATIPO",82,38,10,0,273
"504","x120604","JUNIN","SATIPO","MAZAMARI",29,29,0,0,258
"505","x120606","JUNIN","SATIPO","PANGOA",25,25,10,5,510
"506","x120701","JUNIN","TARMA","TARMA",5,0,0,0,8
"507","x120702","JUNIN","TARMA","ACOBAMBA",13,0,0,2,21
"508","x120704","JUNIN","TARMA","HUASAHUASI",15,0,1,2,80
"509","x120706","JUNIN","TARMA","PALCA",2,0,0,0,1
"510","x120801","JUNIN","YAULI","LA OROYA",10,1,0,0,27
"511","x120805","JUNIN","YAULI","MOROCOCHA",17,5,2,2,52
"512","x120901","JUNIN","CHUPACA","CHUPACA",114,1,0,3,86
"513","x130101","LA LIBERTAD","TRUJILLO","TRUJILLO",348,0,1,2,358
"514","x130102","LA LIBERTAD","TRUJILLO","EL PORVENIR",431,0,1,5,542
"515","x130103","LA LIBERTAD","TRUJILLO","FLORENCIA DE MORA",80,0,0,1,56
"516","x130104","LA LIBERTAD","TRUJILLO","HUANCHACO",72,0,0,0,40
"517","x130105","LA LIBERTAD","TRUJILLO","LA ESPERANZA",282,0,1,5,222
"518","x130106","LA LIBERTAD","TRUJILLO","LAREDO",34,0,1,0,57
"519","x130107","LA LIBERTAD","TRUJILLO","MOCHE",123,0,2,3,85
"520","x130108","LA LIBERTAD","TRUJILLO","POROTO",20,0,0,0,15
"521","x130109","LA LIBERTAD","TRUJILLO","SALAVERRY",39,0,0,0,54
"522","x130111","LA LIBERTAD","TRUJILLO","VICTOR LARCO HERRERA",229,0,6,2,147
"523","x130201","LA LIBERTAD","ASCOPE","ASCOPE",4,0,0,0,5
"524","x130202","LA LIBERTAD","ASCOPE","CHICAMA",12,0,0,0,11
"525","x130203","LA LIBERTAD","ASCOPE","CHOCOPE",8,0,0,0,6
"526","x130204","LA LIBERTAD","ASCOPE","MAGDALENA DE CAO",16,0,0,11,23
"527","x130205","LA LIBERTAD","ASCOPE","PAIJAN",39,0,0,0,45
"528","x130206","LA LIBERTAD","ASCOPE","RAZURI",7,0,0,0,0
"529","x130207","LA LIBERTAD","ASCOPE","SANTIAGO DE CAO",6,1,0,0,1
"530","x130208","LA LIBERTAD","ASCOPE","CASA GRANDE",11,0,4,0,23
"531","x130301","LA LIBERTAD","BOLIVAR","BOLIVAR",6,0,0,0,9
"532","x130401","LA LIBERTAD","CHEPEN","CHEPEN",51,3,0,0,44
"533","x130402","LA LIBERTAD","CHEPEN","PACANGA",8,0,0,0,7
"534","x130403","LA LIBERTAD","CHEPEN","PUEBLO NUEVO",14,0,0,0,45
"535","x130501","LA LIBERTAD","JULCAN","JULCAN",32,18,5,1,48
"536","x130503","LA LIBERTAD","JULCAN","CARABAMBA",8,0,0,1,22
"537","x130601","LA LIBERTAD","OTUZCO","OTUZCO",74,2,0,0,202
"538","x130602","LA LIBERTAD","OTUZCO","AGALLPAMPA",6,9,0,0,29
"539","x130605","LA LIBERTAD","OTUZCO","HUARANCHAL",5,0,0,0,2
"540","x130608","LA LIBERTAD","OTUZCO","MACHE",12,0,0,0,14
"541","x130611","LA LIBERTAD","OTUZCO","SALPO",2,2,0,0,22
"542","x130613","LA LIBERTAD","OTUZCO","SINSICAP",12,0,0,0,42
"543","x130614","LA LIBERTAD","OTUZCO","USQUIL",1,0,0,0,17
"544","x130701","LA LIBERTAD","PACASMAYO","SAN PEDRO DE LLOC",13,0,0,0,3
"545","x130702","LA LIBERTAD","PACASMAYO","GUADALUPE",45,1,0,4,174
"546","x130703","LA LIBERTAD","PACASMAYO","JEQUETEPEQUE",12,0,0,0,5
"547","x130704","LA LIBERTAD","PACASMAYO","PACASMAYO",27,0,0,4,90
"548","x130705","LA LIBERTAD","PACASMAYO","SAN JOSE",8,0,0,0,5
"549","x130801","LA LIBERTAD","PATAZ","TAYABAMBA",53,8,0,0,130
"550","x130803","LA LIBERTAD","PATAZ","CHILLIA",6,0,0,0,18
"551","x130808","LA LIBERTAD","PATAZ","PARCOY",56,5,2,0,92
"552","x130809","LA LIBERTAD","PATAZ","PATAZ",0,0,0,0,13
"553","x130901","LA LIBERTAD","SANCHEZ CARRION","HUAMACHUCO",70,4,11,17,109
"554","x130904","LA LIBERTAD","SANCHEZ CARRION","CURGOS",2,2,0,3,31
"555","x130907","LA LIBERTAD","SANCHEZ CARRION","SARIN",10,1,2,2,31
"556","x131001","LA LIBERTAD","SANTIAGO DE CHUCO","SANTIAGO DE CHUCO",22,0,6,0,123
"557","x131002","LA LIBERTAD","SANTIAGO DE CHUCO","ANGASMARCA",17,4,0,3,37
"558","x131003","LA LIBERTAD","SANTIAGO DE CHUCO","CACHICADAN",48,17,0,3,57
"559","x131006","LA LIBERTAD","SANTIAGO DE CHUCO","QUIRUVILCA",16,22,1,2,109
"560","x131101","LA LIBERTAD","GRAN CHIMU","CASCAS",16,0,2,1,34
"561","x131102","LA LIBERTAD","GRAN CHIMU","LUCMA",11,0,0,0,8
"562","x131103","LA LIBERTAD","GRAN CHIMU","MARMOT",1,0,0,0,5
"563","x131201","LA LIBERTAD","VIRU","VIRU",5,0,0,0,0
"564","x131202","LA LIBERTAD","VIRU","CHAO",57,41,8,30,163
"565","x131203","LA LIBERTAD","VIRU","GUADALUPITO",29,5,3,9,52
"566","x140101","LAMBAYEQUE","CHICLAYO","CHICLAYO",347,3,7,13,570
"567","x140102","LAMBAYEQUE","CHICLAYO","CHONGOYAPE",51,0,0,0,13
"568","x140103","LAMBAYEQUE","CHICLAYO","ETEN",9,0,0,0,4
"569","x140104","LAMBAYEQUE","CHICLAYO","ETEN PUERTO",17,0,0,1,13
"570","x140105","LAMBAYEQUE","CHICLAYO","JOSE LEONARDO ORTIZ",125,0,3,12,213
"571","x140106","LAMBAYEQUE","CHICLAYO","LA VICTORIA",86,0,1,1,75
"572","x140107","LAMBAYEQUE","CHICLAYO","LAGUNAS",46,0,0,1,12
"573","x140108","LAMBAYEQUE","CHICLAYO","MONSEFU",62,0,1,0,33
"574","x140109","LAMBAYEQUE","CHICLAYO","NUEVA ARICA",2,0,0,0,0
"575","x140110","LAMBAYEQUE","CHICLAYO","OYOTUN",26,6,3,20,49
"576","x140111","LAMBAYEQUE","CHICLAYO","PICSI",16,0,2,0,22
"577","x140112","LAMBAYEQUE","CHICLAYO","PIMENTEL",101,3,3,7,86
"578","x140113","LAMBAYEQUE","CHICLAYO","REQUE",74,0,1,0,15
"579","x140114","LAMBAYEQUE","CHICLAYO","SANTA ROSA",37,1,0,0,30
"580","x140115","LAMBAYEQUE","CHICLAYO","SAÑA",107,0,1,3,66
"581","x140116","LAMBAYEQUE","CHICLAYO","CAYALTI",66,0,0,4,149
"582","x140117","LAMBAYEQUE","CHICLAYO","PATAPO",94,0,0,4,112
"583","x140118","LAMBAYEQUE","CHICLAYO","POMALCA",46,2,0,2,44
"584","x140119","LAMBAYEQUE","CHICLAYO","PUCALA",5,1,3,0,45
"585","x140120","LAMBAYEQUE","CHICLAYO","TUMAN",72,1,9,2,80
"586","x140201","LAMBAYEQUE","FERREÑAFE","FERREÑAFE",72,1,0,2,92
"587","x140202","LAMBAYEQUE","FERREÑAFE","CAÑARIS",20,0,0,1,31
"588","x140203","LAMBAYEQUE","FERREÑAFE","INCAHUASI",15,0,0,26,42
"589","x140205","LAMBAYEQUE","FERREÑAFE","PITIPO",43,1,0,9,38
"590","x140301","LAMBAYEQUE","LAMBAYEQUE","LAMBAYEQUE",110,0,1,0,108
"591","x140303","LAMBAYEQUE","LAMBAYEQUE","ILLIMO",15,0,0,38,39
"592","x140304","LAMBAYEQUE","LAMBAYEQUE","JAYANCA",60,0,0,1,31
"593","x140305","LAMBAYEQUE","LAMBAYEQUE","MOCHUMI",36,3,0,8,65
"594","x140306","LAMBAYEQUE","LAMBAYEQUE","MORROPE",35,0,1,0,19
"595","x140307","LAMBAYEQUE","LAMBAYEQUE","MOTUPE",45,1,0,0,10
"596","x140308","LAMBAYEQUE","LAMBAYEQUE","OLMOS",72,0,0,0,54
"597","x140309","LAMBAYEQUE","LAMBAYEQUE","PACORA",9,0,0,0,4
"598","x140310","LAMBAYEQUE","LAMBAYEQUE","SALAS",42,0,1,10,27
"599","x140311","LAMBAYEQUE","LAMBAYEQUE","SAN JOSE",11,0,0,1,25
"600","x140312","LAMBAYEQUE","LAMBAYEQUE","TUCUME",8,0,0,0,19
"601","x150101","PROVINCIA DE LIMA 1/","LIMA","LIMA",1642,1,23,9,1600
"602","x150102","PROVINCIA DE LIMA 1/","LIMA","ANCON",110,0,0,0,142
"603","x150103","PROVINCIA DE LIMA 1/","LIMA","ATE",1048,0,4,1,1352
"604","x150104","PROVINCIA DE LIMA 1/","LIMA","BARRANCO",123,2,1,1,126
"605","x150105","PROVINCIA DE LIMA 1/","LIMA","BREÑA",506,0,3,0,249
"606","x150106","PROVINCIA DE LIMA 1/","LIMA","CARABAYLLO",376,4,5,2,646
"607","x150107","PROVINCIA DE LIMA 1/","LIMA","CHACLACAYO",145,0,0,2,150
"608","x150108","PROVINCIA DE LIMA 1/","LIMA","CHORRILLOS",409,1,5,1,616
"609","x150109","PROVINCIA DE LIMA 1/","LIMA","CIENEGUILLA",23,0,0,0,76
"610","x150110","PROVINCIA DE LIMA 1/","LIMA","COMAS",1292,3,6,4,848
"611","x150111","PROVINCIA DE LIMA 1/","LIMA","EL AGUSTINO",479,0,1,2,396
"612","x150112","PROVINCIA DE LIMA 1/","LIMA","INDEPENDENCIA",687,0,2,3,572
"613","x150113","PROVINCIA DE LIMA 1/","LIMA","JESUS MARIA",120,0,0,1,129
"614","x150114","PROVINCIA DE LIMA 1/","LIMA","LA MOLINA",176,0,3,0,238
"615","x150115","PROVINCIA DE LIMA 1/","LIMA","LA VICTORIA",369,0,2,33,777
"616","x150116","PROVINCIA DE LIMA 1/","LIMA","LINCE",169,0,3,0,112
"617","x150117","PROVINCIA DE LIMA 1/","LIMA","LOS OLIVOS",4282,2,8,12,1199
"618","x150118","PROVINCIA DE LIMA 1/","LIMA","LURIGANCHO",212,0,2,3,442
"619","x150119","PROVINCIA DE LIMA 1/","LIMA","LURIN",121,1,1,0,188
"620","x150120","PROVINCIA DE LIMA 1/","LIMA","MAGDALENA DEL MAR",409,0,0,0,171
"621","x150121","PROVINCIA DE LIMA 1/","LIMA","PUEBLO LIBRE",182,2,3,1,163
"622","x150122","PROVINCIA DE LIMA 1/","LIMA","MIRAFLORES",178,0,4,0,134
"623","x150123","PROVINCIA DE LIMA 1/","LIMA","PACHACAMAC",148,1,0,1,216
"624","x150124","PROVINCIA DE LIMA 1/","LIMA","PUCUSANA",25,0,0,0,37
"625","x150125","PROVINCIA DE LIMA 1/","LIMA","PUENTE PIEDRA",2350,2,3,8,738
"626","x150126","PROVINCIA DE LIMA 1/","LIMA","PUNTA HERMOSA",15,0,0,0,34
"627","x150127","PROVINCIA DE LIMA 1/","LIMA","PUNTA NEGRA",10,2,0,0,14
"628","x150128","PROVINCIA DE LIMA 1/","LIMA","RIMAC",448,1,4,4,538
"629","x150129","PROVINCIA DE LIMA 1/","LIMA","SAN BARTOLO",18,0,0,2,38
"630","x150130","PROVINCIA DE LIMA 1/","LIMA","SAN BORJA",367,2,0,1,306
"631","x150131","PROVINCIA DE LIMA 1/","LIMA","SAN ISIDRO",259,0,0,1,156
"632","x150132","PROVINCIA DE LIMA 1/","LIMA","SAN JUAN DE LURIGANCHO",1268,3,21,10,2317
"633","x150133","PROVINCIA DE LIMA 1/","LIMA","SAN JUAN DE MIRAFLORES",289,1,2,5,444
"634","x150134","PROVINCIA DE LIMA 1/","LIMA","SAN LUIS",315,1,0,1,266
"635","x150135","PROVINCIA DE LIMA 1/","LIMA","SAN MARTIN DE PORRES",1251,2,2,1,653
"636","x150136","PROVINCIA DE LIMA 1/","LIMA","SAN MIGUEL",1184,0,3,8,427
"637","x150137","PROVINCIA DE LIMA 1/","LIMA","SANTA ANITA",655,0,1,9,468
"638","x150138","PROVINCIA DE LIMA 1/","LIMA","SANTA MARIA DEL MAR",1,0,0,0,5
"639","x150139","PROVINCIA DE LIMA 1/","LIMA","SANTA ROSA",57,0,1,1,56
"640","x150140","PROVINCIA DE LIMA 1/","LIMA","SANTIAGO DE SURCO",911,2,5,6,535
"641","x150141","PROVINCIA DE LIMA 1/","LIMA","SURQUILLO",212,1,1,1,318
"642","x150142","PROVINCIA DE LIMA 1/","LIMA","VILLA EL SALVADOR",327,7,6,0,578
"643","x150143","PROVINCIA DE LIMA 1/","LIMA","VILLA MARIA DEL TRIUNFO",709,5,4,3,948
"644","x150201","LIMA PROVINCIAS 2/","BARRANCA","BARRANCA",91,0,0,2,99
"645","x150202","LIMA PROVINCIAS 2/","BARRANCA","PARAMONGA",10,0,0,0,9
"646","x150203","LIMA PROVINCIAS 2/","BARRANCA","PATIVILCA",7,0,0,0,18
"647","x150204","LIMA PROVINCIAS 2/","BARRANCA","SUPE",9,0,0,0,9
"648","x150205","LIMA PROVINCIAS 2/","BARRANCA","SUPE PUERTO",9,0,0,0,16
"649","x150303","LIMA PROVINCIAS 2/","CAJATAMBO","GORGOR",16,0,0,3,12
"650","x150401","LIMA PROVINCIAS 2/","CANTA","CANTA",55,0,0,1,46
"651","x150407","LIMA PROVINCIAS 2/","CANTA","SANTA ROSA DE QUIVES",34,0,0,0,88
"652","x150501","LIMA PROVINCIAS 2/","CAÑETE","SAN VICENTE DE CAÑETE",66,1,0,0,91
