"","UBIGEO","DEPARTAMENTO","PROVINCIA","DISTRITO","FALTAS_CONTRA_EL_PATRIMONIO","FALTAS_CONTRA_LA_SEGURIDAD_PUBLICA","FALTAS_CONTRA_LA_TRANQUILIDAD_PUBLICA","FALTAS_CONTRA_LAS_BUENAS_COSTUMBRES","FALTAS_CONTRA_LAS_PERSONAS"
"42","x020110","ANCASH","HUARAZ","PARIACOTO",3,0,0,0,3
"43","x020111","ANCASH","HUARAZ","PIRA",17,14,4,0,39
"44","x020112","ANCASH","HUARAZ","TARICA",30,61,17,0,93
"45","x020201","ANCASH","AIJA","AIJA",5,0,0,2,4
"46","x020301","ANCASH","ANTONIO RAYMONDI","LLAMELLIN",6,0,0,0,42
"47","x020401","ANCASH","ASUNCION","CHACAS",1,0,0,0,2
"48","x020501","ANCASH","BOLOGNESI","CHIQUIAN",1,0,0,0,11
"49","x020505","ANCASH","BOLOGNESI","CAJACAY",0,0,0,1,1
"50","x020507","ANCASH","BOLOGNESI","COLQUIOC",1,0,0,1,1
"51","x020508","ANCASH","BOLOGNESI","HUALLANCA",5,0,0,1,6
"52","x020601","ANCASH","CARHUAZ","CARHUAZ",3,3,0,0,13
"53","x020604","ANCASH","CARHUAZ","ANTA",4,0,1,4,7
"54","x020606","ANCASH","CARHUAZ","MARCARA",9,0,1,1,8
"55","x020701","ANCASH","CARLOS FERMIN FITZCARRALD","SAN LUIS",0,0,0,1,11
"56","x020703","ANCASH","CARLOS FERMIN FITZCARRALD","YAUYA",1,0,0,0,7
"57","x020801","ANCASH","CASMA","CASMA",5,0,0,1,15
"58","x020804","ANCASH","CASMA","YAUTAN",9,0,0,0,3
"59","x020901","ANCASH","CORONGO","CORONGO",1,0,1,2,3
"60","x020905","ANCASH","CORONGO","LA PAMPA",3,0,0,1,2
"61","x021001","ANCASH","HUARI","HUARI",2,0,0,2,4
"62","x021004","ANCASH","HUARI","CHAVIN DE HUANTAR",4,0,0,2,27
"63","x021009","ANCASH","HUARI","MASIN",8,2,1,1,56
"64","x021014","ANCASH","HUARI","SAN MARCOS",32,7,4,3,47
"65","x021016","ANCASH","HUARI","UCO",1,0,0,0,3
"66","x021101","ANCASH","HUARMEY","HUARMEY",6,0,0,3,20
"67","x021201","ANCASH","HUAYLAS","CARAZ",7,0,0,0,4
"68","x021204","ANCASH","HUAYLAS","HUAYLAS",12,1,5,0,10
"69","x021206","ANCASH","HUAYLAS","PAMPAROMAS",3,0,0,2,5
"70","x021301","ANCASH","MARISCAL LUZURIAGA","PISCOBAMBA",5,1,0,0,17
"71","x021401","ANCASH","OCROS","OCROS",2,1,0,0,2
"72","x021408","ANCASH","OCROS","SAN CRISTOBAL DE RAJAN",1,0,0,4,3
"73","x021501","ANCASH","PALLASCA","CABANA",1,0,0,0,10
"74","x021503","ANCASH","PALLASCA","CONCHUCOS",9,1,1,0,25
"75","x021508","ANCASH","PALLASCA","PALLASCA",6,3,0,0,12
"76","x021509","ANCASH","PALLASCA","PAMPAS",8,2,0,0,18
"77","x021511","ANCASH","PALLASCA","TAUCA",9,0,0,1,27
"78","x021601","ANCASH","POMABAMBA","POMABAMBA",1,0,1,0,21
"79","x021701","ANCASH","RECUAY","RECUAY",6,0,0,1,21
"80","x021702","ANCASH","RECUAY","CATAC",14,5,1,1,40
"81","x021703","ANCASH","RECUAY","COTAPARACO",13,7,1,1,12
"82","x021706","ANCASH","RECUAY","MARCA",3,0,1,1,9
"83","x021801","ANCASH","SANTA","CHIMBOTE",177,3,5,86,278
"84","x021802","ANCASH","SANTA","CACERES DEL PERU",5,0,0,1,11
"85","x021803","ANCASH","SANTA","COISHCO",10,0,0,0,12
"86","x021804","ANCASH","SANTA","MACATE",2,0,0,3,1
"87","x021805","ANCASH","SANTA","MORO",9,1,0,10,8
"88","x021806","ANCASH","SANTA","NEPEÑA",16,0,1,4,50
"89","x021807","ANCASH","SANTA","SAMANCO",11,0,1,0,15
"90","x021808","ANCASH","SANTA","SANTA",4,0,0,0,14
"91","x021809","ANCASH","SANTA","NUEVO CHIMBOTE",146,3,2,26,196
"92","x021901","ANCASH","SIHUAS","SIHUAS",4,0,0,2,7
"93","x022001","ANCASH","YUNGAY","YUNGAY",4,0,0,0,16
"94","x022003","ANCASH","YUNGAY","MANCOS",4,0,0,0,2
"95","x022005","ANCASH","YUNGAY","QUILLO",2,2,5,0,16
"96","x022008","ANCASH","YUNGAY","YANAMA",8,0,1,0,15
"97","x030101","APURIMAC","ABANCAY","ABANCAY",93,3,0,79,269
"98","x030102","APURIMAC","ABANCAY","CHACOCHE",18,0,0,0,26
"99","x030104","APURIMAC","ABANCAY","CURAHUASI",7,0,1,1,33
"100","x030105","APURIMAC","ABANCAY","HUANIPACA",7,0,0,0,14
"101","x030106","APURIMAC","ABANCAY","LAMBRAMA",25,0,0,0,34
"102","x030108","APURIMAC","ABANCAY","SAN PEDRO DE CACHORA",2,0,0,0,17
"103","x030109","APURIMAC","ABANCAY","TAMBURCO",7,0,2,1,10
"104","x030201","APURIMAC","ANDAHUAYLAS","ANDAHUAYLAS",7,11,0,0,435
"105","x030202","APURIMAC","ANDAHUAYLAS","ANDARAPA",13,0,1,0,19
"106","x030204","APURIMAC","ANDAHUAYLAS","HUANCARAMA",3,0,0,1,39
"107","x030205","APURIMAC","ANDAHUAYLAS","HUANCARAY",13,0,0,0,25
"108","x030207","APURIMAC","ANDAHUAYLAS","KISHUARA",6,0,0,0,19
"109","x030209","APURIMAC","ANDAHUAYLAS","PACUCHA",2,0,0,0,6
"110","x030210","APURIMAC","ANDAHUAYLAS","PAMPACHIRI",2,0,0,0,13
"111","x030212","APURIMAC","ANDAHUAYLAS","SAN ANTONIO DE CACHI",2,0,0,0,12
"112","x030213","APURIMAC","ANDAHUAYLAS","SAN JERONIMO",40,2,1,0,332
"113","x030215","APURIMAC","ANDAHUAYLAS","SANTA MARIA DE CHICMO",4,0,0,0,52
"114","x030216","APURIMAC","ANDAHUAYLAS","TALAVERA",25,3,5,0,171
"115","x030220","APURIMAC","ANDAHUAYLAS","JOSE MARIA ARGUEDAS",0,0,1,0,0
"116","x030301","APURIMAC","ANTABAMBA","ANTABAMBA",14,0,2,0,36
"117","x030305","APURIMAC","ANTABAMBA","OROPESA",6,0,0,0,9
"118","x030306","APURIMAC","ANTABAMBA","PACHACONAS",6,2,0,0,9
"119","x030401","APURIMAC","AYMARAES","CHALHUANCA",49,6,0,0,123
"120","x030406","APURIMAC","AYMARAES","COTARUSE",4,0,0,1,3
"121","x030414","APURIMAC","AYMARAES","TAPAIRIHUA",0,0,0,0,35
"122","x030415","APURIMAC","AYMARAES","TINTAY",12,2,0,0,20
"123","x030417","APURIMAC","AYMARAES","YANACA",12,0,0,0,21
"124","x030501","APURIMAC","COTABAMBAS","TAMBOBAMBA",15,1,0,0,186
"125","x030502","APURIMAC","COTABAMBAS","COTABAMBAS",2,0,0,0,34
"126","x030503","APURIMAC","COTABAMBAS","COYLLURQUI",1,0,0,0,28
"127","x030504","APURIMAC","COTABAMBAS","HAQUIRA",15,5,0,6,56
"128","x030505","APURIMAC","COTABAMBAS","MARA",2,0,0,0,31
"129","x030506","APURIMAC","COTABAMBAS","CHALLHUAHUACHO",16,22,0,0,228
"130","x030601","APURIMAC","CHINCHEROS","CHINCHEROS",7,0,0,6,31
"131","x030602","APURIMAC","CHINCHEROS","ANCO-HUALLO",0,5,0,1,20
"132","x030603","APURIMAC","CHINCHEROS","COCHARCAS",0,0,0,0,5
"133","x030604","APURIMAC","CHINCHEROS","HUACCANA",1,0,0,1,30
"134","x030605","APURIMAC","CHINCHEROS","OCOBAMBA",2,0,0,0,10
"135","x030606","APURIMAC","CHINCHEROS","ONGOY",6,0,1,0,18
"136","x030607","APURIMAC","CHINCHEROS","URANMARCA",14,0,0,0,15
"137","x030608","APURIMAC","CHINCHEROS","RANRACANCHA",0,0,0,0,19
"138","x030701","APURIMAC","GRAU","CHUQUIBAMBILLA",43,3,0,2,139
"139","x030703","APURIMAC","GRAU","GAMARRA",0,0,0,0,9
"140","x030705","APURIMAC","GRAU","MAMARA",2,0,0,0,6
"141","x030708","APURIMAC","GRAU","PROGRESO",7,1,1,1,10
"142","x030712","APURIMAC","GRAU","VILCABAMBA",10,1,0,2,19
"143","x040101","AREQUIPA","AREQUIPA","AREQUIPA",936,1,6,46,474
"144","x040102","AREQUIPA","AREQUIPA","ALTO SELVA ALEGRE",65,0,7,9,174
"145","x040103","AREQUIPA","AREQUIPA","CAYMA",220,1,16,61,117
"146","x040104","AREQUIPA","AREQUIPA","CERRO COLORADO",310,6,39,118,397
"147","x040105","AREQUIPA","AREQUIPA","CHARACATO",29,0,0,3,38
"148","x040106","AREQUIPA","AREQUIPA","CHIGUATA",13,0,0,1,25
"149","x040107","AREQUIPA","AREQUIPA","JACOBO HUNTER",23,0,1,26,86
"150","x040108","AREQUIPA","AREQUIPA","LA JOYA",83,36,10,17,158
"151","x040109","AREQUIPA","AREQUIPA","MARIANO MELGAR",177,8,7,62,144
"152","x040110","AREQUIPA","AREQUIPA","MIRAFLORES",47,1,12,27,106
"153","x040111","AREQUIPA","AREQUIPA","MOLLEBAYA",9,2,1,10,10
"154","x040112","AREQUIPA","AREQUIPA","PAUCARPATA",105,1,12,154,187
"155","x040113","AREQUIPA","AREQUIPA","POCSI",1,0,0,1,6
"156","x040114","AREQUIPA","AREQUIPA","POLOBAYA",5,0,0,2,1
"157","x040116","AREQUIPA","AREQUIPA","SABANDIA",6,0,0,9,8
"158","x040117","AREQUIPA","AREQUIPA","SACHACA",25,0,4,7,35
"159","x040118","AREQUIPA","AREQUIPA","SAN JUAN DE SIGUAS",18,8,0,0,9
"160","x040119","AREQUIPA","AREQUIPA","SAN JUAN DE TARUCANI",2,0,0,1,4
"161","x040121","AREQUIPA","AREQUIPA","SANTA RITA DE SIGUAS",3,0,0,1,15
"162","x040122","AREQUIPA","AREQUIPA","SOCABAYA",187,3,3,35,151
"163","x040123","AREQUIPA","AREQUIPA","TIABAYA",24,0,2,96,26
"164","x040124","AREQUIPA","AREQUIPA","UCHUMAYO",6,0,10,7,39
"165","x040125","AREQUIPA","AREQUIPA","VITOR",43,10,0,1,50
"166","x040126","AREQUIPA","AREQUIPA","YANAHUARA",320,0,4,3,79
"167","x040127","AREQUIPA","AREQUIPA","YARABAMBA",22,0,0,8,68
"168","x040128","AREQUIPA","AREQUIPA","YURA",73,7,7,22,349
"169","x040129","AREQUIPA","AREQUIPA","JOSE LUIS BUSTAMANTE Y RIVERO",213,1,1,6,264
"170","x040201","AREQUIPA","CAMANA","CAMANA",47,0,1,2,75
"171","x040202","AREQUIPA","CAMANA","JOSE MARIA QUIMPER",21,5,0,1,25
"172","x040204","AREQUIPA","CAMANA","MARISCAL CACERES",25,0,0,3,51
"173","x040205","AREQUIPA","CAMANA","NICOLAS DE PIEROLA",3,0,0,7,38
"174","x040206","AREQUIPA","CAMANA","OCOÑA",1,0,1,11,17
"175","x040207","AREQUIPA","CAMANA","QUILCA",4,0,1,0,26
"176","x040208","AREQUIPA","CAMANA","SAMUEL PASTOR",10,0,0,40,28
"177","x040301","AREQUIPA","CARAVELI","CARAVELI",7,0,0,8,39
"178","x040302","AREQUIPA","CARAVELI","ACARI",8,1,0,0,35
"179","x040303","AREQUIPA","CARAVELI","ATICO",13,22,2,9,54
"180","x040305","AREQUIPA","CARAVELI","BELLA UNION",17,1,0,7,18
"181","x040307","AREQUIPA","CARAVELI","CHALA",45,16,11,7,67
"182","x040308","AREQUIPA","CARAVELI","CHAPARRA",2,0,0,1,39
"183","x040310","AREQUIPA","CARAVELI","JAQUI",9,0,0,0,7
"184","x040311","AREQUIPA","CARAVELI","LOMAS",0,0,0,3,8
"185","x040313","AREQUIPA","CARAVELI","YAUCA",15,6,0,2,15
"186","x040401","AREQUIPA","CASTILLA","APLAO",16,4,0,9,109
"187","x040402","AREQUIPA","CASTILLA","ANDAGUA",12,4,1,0,21
"188","x040408","AREQUIPA","CASTILLA","MACHAGUAY",8,0,0,0,16
"189","x040409","AREQUIPA","CASTILLA","ORCOPAMPA",14,2,1,1,61
"190","x040410","AREQUIPA","CASTILLA","PAMPACOLCA",0,0,0,1,12
"191","x040413","AREQUIPA","CASTILLA","URACA",12,1,0,13,29
"192","x040414","AREQUIPA","CASTILLA","VIRACO",12,0,0,3,9
"193","x040501","AREQUIPA","CAYLLOMA","CHIVAY",54,6,3,5,117
"194","x040503","AREQUIPA","CAYLLOMA","CABANACONDE",31,3,0,4,35
"195","x040505","AREQUIPA","CAYLLOMA","CAYLLOMA",23,3,0,0,34
"196","x040507","AREQUIPA","CAYLLOMA","HUAMBO",80,1,1,7,88
"197","x040513","AREQUIPA","CAYLLOMA","MADRIGAL",6,0,0,1,9
"198","x040514","AREQUIPA","CAYLLOMA","SAN ANTONIO DE CHUCA",11,26,0,0,17
"199","x040515","AREQUIPA","CAYLLOMA","SIBAYO",10,6,0,0,30
"200","x040520","AREQUIPA","CAYLLOMA","MAJES",12,0,1,10,104
"201","x040601","AREQUIPA","CONDESUYOS","CHUQUIBAMBA",29,1,2,6,45
"202","x040602","AREQUIPA","CONDESUYOS","ANDARAY",7,0,0,4,5
"203","x040603","AREQUIPA","CONDESUYOS","CAYARANI",5,2,3,0,19
"204","x040606","AREQUIPA","CONDESUYOS","RIO GRANDE",38,4,0,3,233
"205","x040607","AREQUIPA","CONDESUYOS","SALAMANCA",35,1,0,0,32
"206","x040608","AREQUIPA","CONDESUYOS","YANAQUIHUA",14,1,0,1,46
"207","x040701","AREQUIPA","ISLAY","MOLLENDO",50,1,1,2,88
"208","x040702","AREQUIPA","ISLAY","COCACHACRA",3,3,1,12,36
"209","x040703","AREQUIPA","ISLAY","DEAN VALDIVIA",8,0,0,2,13
"210","x040704","AREQUIPA","ISLAY","ISLAY",4,0,1,2,8
"211","x040705","AREQUIPA","ISLAY","MEJIA",2,0,0,0,1
"212","x040706","AREQUIPA","ISLAY","PUNTA DE BOMBON",13,0,1,6,34
"213","x040801","AREQUIPA","LA UNION","COTAHUASI",4,1,0,0,14
"214","x040802","AREQUIPA","LA UNION","ALCA",19,1,0,0,28
"215","x040803","AREQUIPA","LA UNION","CHARCANA",6,0,0,0,9
"216","x050101","AYACUCHO","HUAMANGA","AYACUCHO",178,25,0,14,150
"217","x050103","AYACUCHO","HUAMANGA","ACOS VINCHOS",1,0,0,2,7
"218","x050104","AYACUCHO","HUAMANGA","CARMEN ALTO",13,9,0,1,108
"219","x050106","AYACUCHO","HUAMANGA","OCROS",1,0,1,0,10
"220","x050108","AYACUCHO","HUAMANGA","QUINUA",3,0,0,1,36
"221","x050114","AYACUCHO","HUAMANGA","VINCHOS",8,0,0,0,61
"222","x050115","AYACUCHO","HUAMANGA","JESUS NAZARENO",9,2,0,2,51
"223","x050201","AYACUCHO","CANGALLO","CANGALLO",2,1,0,0,51
"224","x050202","AYACUCHO","CANGALLO","CHUSCHI",0,0,0,0,14
"225","x050203","AYACUCHO","CANGALLO","LOS MOROCHUCOS",8,5,0,2,14
"226","x050205","AYACUCHO","CANGALLO","PARAS",8,7,0,3,25
"227","x050206","AYACUCHO","CANGALLO","TOTOS",0,0,0,2,10
"228","x050301","AYACUCHO","HUANCA SANCOS","SANCOS",11,0,0,0,17
"229","x050401","AYACUCHO","HUANTA","HUANTA",24,1,2,0,492
"230","x050403","AYACUCHO","HUANTA","HUAMANGUILLA",13,2,0,2,14
"231","x050407","AYACUCHO","HUANTA","SIVIA",7,10,2,1,43
"232","x050408","AYACUCHO","HUANTA","LLOCHEGUA",5,2,1,3,68
"233","x050501","AYACUCHO","LA MAR","SAN MIGUEL",22,9,4,1,155
"234","x050503","AYACUCHO","LA MAR","AYNA",2,1,0,0,96
"235","x050505","AYACUCHO","LA MAR","CHUNGUI",0,0,0,0,8
"236","x050507","AYACUCHO","LA MAR","SANTA ROSA",8,14,1,1,170
"237","x050508","AYACUCHO","LA MAR","TAMBO",4,0,1,1,41
"238","x050509","AYACUCHO","LA MAR","SAMUGARI",16,0,1,2,65
"239","x050601","AYACUCHO","LUCANAS","PUQUIO",48,9,3,2,125
"240","x050602","AYACUCHO","LUCANAS","AUCARA",3,0,0,2,8
"241","x050603","AYACUCHO","LUCANAS","CABANA",7,0,0,6,15
"242","x050606","AYACUCHO","LUCANAS","CHIPAO",10,0,0,4,11
"243","x050612","AYACUCHO","LUCANAS","OCAÑA",10,2,1,4,15
"244","x050613","AYACUCHO","LUCANAS","OTOCA",9,2,0,7,8
"245","x050621","AYACUCHO","LUCANAS","SANTA LUCIA",6,2,0,24,8
"246","x050701","AYACUCHO","PARINACOCHAS","CORACORA",54,4,0,1,116
"247","x050704","AYACUCHO","PARINACOCHAS","PACAPAUSA",1,0,0,0,0
"248","x050706","AYACUCHO","PARINACOCHAS","PUYUSCA",9,1,0,0,25
"249","x050801","AYACUCHO","PAUCAR DEL SARA SARA","PAUSA",19,2,1,1,42
"250","x050802","AYACUCHO","PAUCAR DEL SARA SARA","COLTA",3,0,0,0,7
"251","x050805","AYACUCHO","PAUCAR DEL SARA SARA","MARCABAMBA",1,0,0,0,5
"252","x050806","AYACUCHO","PAUCAR DEL SARA SARA","OYOLO",0,0,0,0,5
"253","x050901","AYACUCHO","SUCRE","QUEROBAMBA",10,0,0,0,41
"254","x050911","AYACUCHO","SUCRE","SORAS",1,0,0,0,5
"255","x051001","AYACUCHO","VICTOR FAJARDO","HUANCAPI",3,0,0,1,25
"256","x051005","AYACUCHO","VICTOR FAJARDO","CANARIA",3,0,0,0,11
"257","x051012","AYACUCHO","VICTOR FAJARDO","VILCANCHOS",3,2,0,3,9
"258","x051101","AYACUCHO","VILCAS HUAMAN","VILCAS HUAMAN",9,3,0,0,136
"259","x051103","AYACUCHO","VILCAS HUAMAN","CARHUANCA",1,1,0,1,2
"260","x051104","AYACUCHO","VILCAS HUAMAN","CONCEPCION",0,0,0,0,5
"261","x060101","CAJAMARCA","CAJAMARCA","CAJAMARCA",126,3,2,1,79
"262","x060102","CAJAMARCA","CAJAMARCA","ASUNCION",7,3,0,0,28
"263","x060104","CAJAMARCA","CAJAMARCA","COSPAN",1,2,0,1,10
"264","x060105","CAJAMARCA","CAJAMARCA","ENCAÑADA",2,5,0,4,17
"265","x060106","CAJAMARCA","CAJAMARCA","JESUS",24,0,1,3,54
"266","x060108","CAJAMARCA","CAJAMARCA","LOS BAÑOS DEL INCA",4,2,0,45,2
"267","x060109","CAJAMARCA","CAJAMARCA","MAGDALENA",17,0,0,1,14
"268","x060110","CAJAMARCA","CAJAMARCA","MATARA",18,2,0,1,17
"269","x060111","CAJAMARCA","CAJAMARCA","NAMORA",1,0,2,2,14
"270","x060112","CAJAMARCA","CAJAMARCA","SAN JUAN",3,0,0,0,8
"271","x060201","CAJAMARCA","CAJABAMBA","CAJABAMBA",22,34,7,1,42
"272","x060202","CAJAMARCA","CAJABAMBA","CACHACHI",10,3,2,3,27
"273","x060203","CAJAMARCA","CAJABAMBA","CONDEBAMBA",11,15,1,2,40
"274","x060204","CAJAMARCA","CAJABAMBA","SITACOCHA",6,1,0,0,8
"275","x060301","CAJAMARCA","CELENDIN","CELENDIN",16,100,2,8,126
"276","x060302","CAJAMARCA","CELENDIN","CHUMUCH",4,0,0,9,18
"277","x060303","CAJAMARCA","CELENDIN","CORTEGANA",5,0,0,1,14
"278","x060304","CAJAMARCA","CELENDIN","HUASMIN",7,0,0,7,11
"279","x060307","CAJAMARCA","CELENDIN","MIGUEL IGLESIAS",2,1,0,0,12
"280","x060308","CAJAMARCA","CELENDIN","OXAMARCA",1,1,0,0,3
"281","x060309","CAJAMARCA","CELENDIN","SOROCHUCO",5,0,0,1,47
"282","x060310","CAJAMARCA","CELENDIN","SUCRE",21,1,0,4,14
"283","x060401","CAJAMARCA","CHOTA","CHOTA",17,1,1,6,213
"284","x060402","CAJAMARCA","CHOTA","ANGUIA",1,0,0,0,4
"285","x060404","CAJAMARCA","CHOTA","CHIGUIRIP",5,0,0,0,7
"286","x060405","CAJAMARCA","CHOTA","CHIMBAN",1,0,0,0,2
"287","x060407","CAJAMARCA","CHOTA","COCHABAMBA",14,0,0,0,22
"288","x060408","CAJAMARCA","CHOTA","CONCHAN",4,0,0,0,19
"289","x060409","CAJAMARCA","CHOTA","HUAMBOS",5,5,1,0,41
"290","x060410","CAJAMARCA","CHOTA","LAJAS",6,0,0,1,35
"291","x060411","CAJAMARCA","CHOTA","LLAMA",4,1,2,3,1
"292","x060413","CAJAMARCA","CHOTA","PACCHA",9,4,0,1,26
"293","x060415","CAJAMARCA","CHOTA","QUEROCOTO",7,0,0,1,33
"294","x060416","CAJAMARCA","CHOTA","SAN JUAN DE LICUPIS",4,0,0,0,2
"295","x060417","CAJAMARCA","CHOTA","TACABAMBA",0,0,0,0,14
"296","x060418","CAJAMARCA","CHOTA","TOCMOCHE",4,0,1,0,6
"297","x060419","CAJAMARCA","CHOTA","CHALAMARCA",0,1,0,1,18
"298","x060501","CAJAMARCA","CONTUMAZA","CONTUMAZA",13,2,2,1,19
"299","x060502","CAJAMARCA","CONTUMAZA","CHILETE",20,6,2,0,20
"300","x060503","CAJAMARCA","CONTUMAZA","CUPISNIQUE",5,0,0,3,6
"301","x060504","CAJAMARCA","CONTUMAZA","GUZMANGO",11,0,0,1,9
"302","x060505","CAJAMARCA","CONTUMAZA","SAN BENITO",8,1,0,2,6
"303","x060506","CAJAMARCA","CONTUMAZA","SANTA CRUZ DE TOLED",6,0,0,0,3
"304","x060507","CAJAMARCA","CONTUMAZA","TANTARICA",28,10,2,5,34
"305","x060508","CAJAMARCA","CONTUMAZA","YONAN",16,12,0,1,32
"306","x060601","CAJAMARCA","CUTERVO","CUTERVO",43,101,4,21,206
"307","x060602","CAJAMARCA","CUTERVO","CALLAYUC",3,3,1,5,8
"308","x060603","CAJAMARCA","CUTERVO","CHOROS",5,0,0,0,0
"309","x060606","CAJAMARCA","CUTERVO","PIMPINGOS",19,2,0,0,14
"310","x060607","CAJAMARCA","CUTERVO","QUEROCOTILLO",13,5,1,3,27
"311","x060608","CAJAMARCA","CUTERVO","SAN ANDRES DE CUTERVO",10,1,1,11,16
"312","x060609","CAJAMARCA","CUTERVO","SAN JUAN DE CUTERVO",5,2,0,0,8
"313","x060610","CAJAMARCA","CUTERVO","SAN LUIS DE LUCMA",5,0,0,1,25
"314","x060611","CAJAMARCA","CUTERVO","SANTA CRUZ",4,3,0,0,17
"315","x060612","CAJAMARCA","CUTERVO","SANTO DOMINGO DE LA CAPILLA",11,4,0,2,10
"316","x060613","CAJAMARCA","CUTERVO","SANTO TOMAS",30,1,1,1,33
"317","x060614","CAJAMARCA","CUTERVO","SOCOTA",8,2,0,0,40
"318","x060615","CAJAMARCA","CUTERVO","TORIBIO CASANOVA",4,0,0,1,2
"319","x060701","CAJAMARCA","HUALGAYOC","BAMBAMARCA",31,40,10,23,115
"320","x060702","CAJAMARCA","HUALGAYOC","CHUGUR",2,0,0,1,0
"321","x060703","CAJAMARCA","HUALGAYOC","HUALGAYOC",10,1,6,1,36
"322","x060801","CAJAMARCA","JAEN","JAEN",37,17,2,5,67
"323","x060802","CAJAMARCA","JAEN","BELLAVISTA",20,12,0,1,28
"324","x060803","CAJAMARCA","JAEN","CHONTALI",19,1,0,0,34
"325","x060804","CAJAMARCA","JAEN","COLASAY",8,0,0,0,6
"326","x060805","CAJAMARCA","JAEN","HUABAL",1,0,1,0,1
"327","x060806","CAJAMARCA","JAEN","LAS PIRIAS",3,0,0,1,2
"328","x060807","CAJAMARCA","JAEN","POMAHUACA",0,0,1,0,3
"329","x060808","CAJAMARCA","JAEN","PUCARA",11,0,0,0,10
"330","x060809","CAJAMARCA","JAEN","SALLIQUE",8,0,1,0,11
"331","x060810","CAJAMARCA","JAEN","SAN FELIPE",11,0,1,1,7
"332","x060812","CAJAMARCA","JAEN","SANTA ROSA",2,0,1,3,0
"333","x060901","CAJAMARCA","SAN IGNACIO","SAN IGNACIO",4,0,0,0,5
