"","UBIGEO","DEPARTAMENTO","PROVINCIA","DISTRITO","FALTAS_CONTRA_EL_PATRIMONIO","FALTAS_CONTRA_LA_SEGURIDAD_PUBLICA","FALTAS_CONTRA_LA_TRANQUILIDAD_PUBLICA","FALTAS_CONTRA_LAS_BUENAS_COSTUMBRES","FALTAS_CONTRA_LAS_PERSONAS"
"334","x060903","CAJAMARCA","SAN IGNACIO","HUARANGO",7,3,0,2,26
"335","x060905","CAJAMARCA","SAN IGNACIO","NAMBALLE",7,1,0,0,16
"336","x060906","CAJAMARCA","SAN IGNACIO","SAN JOSE DE LOURDES",0,0,0,0,6
"337","x060907","CAJAMARCA","SAN IGNACIO","TABACONAS",9,1,0,0,8
"338","x061001","CAJAMARCA","SAN MARCOS","PEDRO GALVEZ",19,9,12,28,67
"339","x061003","CAJAMARCA","SAN MARCOS","EDUARDO VILLANUEVA",2,0,0,0,2
"340","x061005","CAJAMARCA","SAN MARCOS","ICHOCAN",3,2,0,0,14
"341","x061007","CAJAMARCA","SAN MARCOS","JOSE SABOGAL",3,2,2,0,9
"342","x061101","CAJAMARCA","SAN MIGUEL","SAN MIGUEL",14,9,1,0,29
"343","x061102","CAJAMARCA","SAN MIGUEL","BOLIVAR",1,0,0,4,1
"344","x061103","CAJAMARCA","SAN MIGUEL","CALQUIS",1,0,0,0,1
"345","x061105","CAJAMARCA","SAN MIGUEL","EL PRADO",3,0,1,1,11
"346","x061106","CAJAMARCA","SAN MIGUEL","LA FLORIDA",9,0,0,0,9
"347","x061107","CAJAMARCA","SAN MIGUEL","LLAPA",9,8,2,0,20
"348","x061108","CAJAMARCA","SAN MIGUEL","NANCHOC",8,0,1,0,1
"349","x061109","CAJAMARCA","SAN MIGUEL","NIEPOS",7,0,0,1,1
"350","x061110","CAJAMARCA","SAN MIGUEL","SAN GREGORIO",3,2,0,1,2
"351","x061112","CAJAMARCA","SAN MIGUEL","TONGOD",4,1,0,1,15
"352","x061113","CAJAMARCA","SAN MIGUEL","UNION AGUA BLANCA",0,0,0,1,5
"353","x061201","CAJAMARCA","SAN PABLO","SAN PABLO",7,6,1,0,34
"354","x061301","CAJAMARCA","SANTA CRUZ","SANTA CRUZ",1,0,0,0,5
"355","x061303","CAJAMARCA","SANTA CRUZ","CATACHE",7,1,1,0,21
"356","x061304","CAJAMARCA","SANTA CRUZ","CHANCAYBAÑOS",15,0,0,3,22
"357","x061306","CAJAMARCA","SANTA CRUZ","NINABAMBA",2,0,0,0,4
"358","x061307","CAJAMARCA","SANTA CRUZ","PULAN",9,2,0,0,16
"359","x061310","CAJAMARCA","SANTA CRUZ","UTICYACU",0,0,0,1,0
"360","x061311","CAJAMARCA","SANTA CRUZ","YAUYUCAN",2,0,2,1,9
"361","x070101","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","CALLAO",1304,6,14,123,883
"362","x070102","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","BELLAVISTA",46,1,0,13,50
"363","x070103","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","CARMEN DE LA LEGUA REYNOSO",58,0,0,0,139
"364","x070104","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","LA PERLA",7,1,0,9,65
"365","x070105","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","LA PUNTA",10,0,0,3,23
"366","x070106","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","VENTANILLA",387,1,0,4,433
"367","x070107","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","MI PERU",17,0,0,20,57
"368","x080101","CUSCO","CUSCO","CUSCO",206,4,6,6,461
"369","x080103","CUSCO","CUSCO","POROY",26,11,3,2,63
"370","x080104","CUSCO","CUSCO","SAN JERONIMO",12,2,1,12,73
"371","x080105","CUSCO","CUSCO","SAN SEBASTIAN",150,0,5,13,416
"372","x080106","CUSCO","CUSCO","SANTIAGO",33,0,7,6,158
"373","x080107","CUSCO","CUSCO","SAYLLA",6,0,0,3,10
"374","x080108","CUSCO","CUSCO","WANCHAQ",102,10,8,156,169
"375","x080201","CUSCO","ACOMAYO","ACOMAYO",29,2,1,0,94
"376","x080202","CUSCO","ACOMAYO","ACOPIA",5,0,0,0,16
"377","x080204","CUSCO","ACOMAYO","MOSOC LLACTA",9,0,0,0,10
"378","x080205","CUSCO","ACOMAYO","POMACANCHI",19,0,1,1,23
"379","x080207","CUSCO","ACOMAYO","SANGARARA",16,0,0,0,21
"380","x080301","CUSCO","ANTA","ANTA",0,0,0,1,18
"381","x080302","CUSCO","ANTA","ANCAHUASI",8,1,1,1,29
"382","x080303","CUSCO","ANTA","CACHIMAYO",24,1,16,8,38
"383","x080304","CUSCO","ANTA","CHINCHAYPUJIO",24,3,0,0,20
"384","x080305","CUSCO","ANTA","HUAROCONDO",2,0,0,1,7
"385","x080306","CUSCO","ANTA","LIMATAMBO",17,6,0,0,23
"386","x080307","CUSCO","ANTA","MOLLEPATA",29,6,0,0,87
"387","x080308","CUSCO","ANTA","PUCYURA",9,1,0,5,29
"388","x080309","CUSCO","ANTA","ZURITE",5,2,1,0,17
"389","x080401","CUSCO","CALCA","CALCA",3,0,0,5,13
"390","x080404","CUSCO","CALCA","LARES",13,2,0,0,50
"391","x080405","CUSCO","CALCA","PISAC",53,9,7,3,149
"392","x080406","CUSCO","CALCA","SAN SALVADOR",11,0,0,0,50
"393","x080408","CUSCO","CALCA","YANATILE",27,6,1,1,86
"394","x080501","CUSCO","CANAS","YANAOCA",4,0,0,0,43
"395","x080503","CUSCO","CANAS","KUNTURKANKI",1,2,0,0,22
"396","x080504","CUSCO","CANAS","LANGUI",2,0,0,0,5
"397","x080505","CUSCO","CANAS","LAYO",1,1,0,1,17
"398","x080601","CUSCO","CANCHIS","SICUANI",81,6,1,7,342
"399","x080602","CUSCO","CANCHIS","CHECACUPE",2,0,0,0,12
"400","x080603","CUSCO","CANCHIS","COMBAPATA",8,0,0,0,21
"401","x080604","CUSCO","CANCHIS","MARANGANI",9,0,0,2,29
"402","x080605","CUSCO","CANCHIS","PITUMARCA",7,0,0,1,19
"403","x080608","CUSCO","CANCHIS","TINTA",13,0,0,0,33
"404","x080701","CUSCO","CHUMBIVILCAS","SANTO TOMAS",27,2,0,0,221
"405","x080705","CUSCO","CHUMBIVILCAS","LIVITACA",1,0,0,0,7
"406","x080708","CUSCO","CHUMBIVILCAS","VELILLE",19,12,0,0,93
"407","x080801","CUSCO","ESPINAR","ESPINAR",17,1,1,3,94
"408","x080901","CUSCO","LA CONVENCION","SANTA ANA",65,1,1,1,313
"409","x080902","CUSCO","LA CONVENCION","ECHARATE",55,10,1,2,292
"410","x080903","CUSCO","LA CONVENCION","HUAYOPATA",5,1,1,1,20
"411","x080904","CUSCO","LA CONVENCION","MARANURA",40,12,1,0,83
"412","x080905","CUSCO","LA CONVENCION","OCOBAMBA",13,0,0,0,26
"413","x080906","CUSCO","LA CONVENCION","QUELLOUNO",7,0,1,0,40
"414","x080908","CUSCO","LA CONVENCION","SANTA TERESA",4,4,0,1,12
"415","x080909","CUSCO","LA CONVENCION","VILCABAMBA",5,4,0,0,32
"416","x080910","CUSCO","LA CONVENCION","PICHARI",26,3,0,0,46
"417","x080914","CUSCO","LA CONVENCION","MEGA ANTONI",3,0,0,0,2
"418","x081001","CUSCO","PARURO","PARURO",28,0,0,0,60
"419","x081002","CUSCO","PARURO","ACCHA",22,0,0,0,42
"420","x081003","CUSCO","PARURO","CCAPI",19,0,0,0,10
"421","x081005","CUSCO","PARURO","HUANOQUITE",20,0,0,0,38
"422","x081009","CUSCO","PARURO","YAURISQUE",28,0,0,1,21
"423","x081101","CUSCO","PAUCARTAMBO","PAUCARTAMBO",7,2,0,5,72
"424","x081104","CUSCO","PAUCARTAMBO","COLQUEPATA",4,0,1,0,36
"425","x081105","CUSCO","PAUCARTAMBO","HUANCARANI",10,5,4,0,23
"426","x081106","CUSCO","PAUCARTAMBO","KOSÑIPATA",7,0,0,1,50
"427","x081201","CUSCO","QUISPICANCHI","URCOS",0,0,0,0,2
"428","x081202","CUSCO","QUISPICANCHI","ANDAHUAYLILLAS",6,0,0,1,60
"429","x081203","CUSCO","QUISPICANCHI","CAMANTI",11,3,2,13,43
"430","x081205","CUSCO","QUISPICANCHI","CCATCA",7,0,1,0,79
"431","x081207","CUSCO","QUISPICANCHI","HUARO",0,1,0,1,8
"432","x081208","CUSCO","QUISPICANCHI","LUCRE",22,6,1,0,68
"433","x081210","CUSCO","QUISPICANCHI","OCONGATE",14,24,0,31,138
"434","x081211","CUSCO","QUISPICANCHI","OROPESA",10,0,0,3,46
"435","x081212","CUSCO","QUISPICANCHI","QUIQUIJANA",6,0,0,2,49
"436","x081301","CUSCO","URUBAMBA","URUBAMBA",13,0,0,2,45
"437","x081302","CUSCO","URUBAMBA","CHINCHERO",19,2,0,3,70
"438","x081303","CUSCO","URUBAMBA","HUAYLLABAMBA",9,5,2,3,44
"439","x081304","CUSCO","URUBAMBA","MACHUPICCHU",17,0,1,3,96
"440","x081305","CUSCO","URUBAMBA","MARAS",28,1,0,0,104
"441","x081306","CUSCO","URUBAMBA","OLLANTAYTAMBO",68,1,1,19,67
"442","x090101","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA",69,39,1,0,295
"443","x090102","HUANCAVELICA","HUANCAVELICA","ACOBAMBILLA",1,0,0,0,2
"444","x090103","HUANCAVELICA","HUANCAVELICA","ACORIA",9,0,1,0,40
"445","x090106","HUANCAVELICA","HUANCAVELICA","HUACHOCOLPA",6,3,2,0,8
"446","x090108","HUANCAVELICA","HUANCAVELICA","IZCUCHACA",6,5,0,0,18
"447","x090112","HUANCAVELICA","HUANCAVELICA","MOYA",10,1,0,1,8
"448","x090117","HUANCAVELICA","HUANCAVELICA","YAULI",3,1,0,2,86
"449","x090119","HUANCAVELICA","HUANCAVELICA","HUANDO",15,5,0,0,58
"450","x090201","HUANCAVELICA","ACOBAMBA","ACOBAMBA",28,16,1,0,144
"451","x090205","HUANCAVELICA","ACOBAMBA","MARCAS",1,0,0,10,2
"452","x090206","HUANCAVELICA","ACOBAMBA","PAUCARA",2,0,0,0,60
"453","x090301","HUANCAVELICA","ANGARAES","LIRCAY",53,45,4,1,279
"454","x090304","HUANCAVELICA","ANGARAES","CCOCHACCASA",1,0,0,0,4
"455","x090306","HUANCAVELICA","ANGARAES","CONGALLA",4,0,0,1,53
"456","x090309","HUANCAVELICA","ANGARAES","JULCAMARCA",4,0,0,0,14
"457","x090401","HUANCAVELICA","CASTROVIRREYNA","CASTROVIRREYNA",11,2,0,0,40
"458","x090402","HUANCAVELICA","CASTROVIRREYNA","ARMA",1,0,0,0,2
"459","x090403","HUANCAVELICA","CASTROVIRREYNA","AURAHUA",3,0,0,0,7
"460","x090405","HUANCAVELICA","CASTROVIRREYNA","CHUPAMARCA",6,0,0,0,0
"461","x090407","HUANCAVELICA","CASTROVIRREYNA","HUACHOS",1,0,0,0,1
"462","x090412","HUANCAVELICA","CASTROVIRREYNA","TANTARA",19,2,1,1,26
"463","x090413","HUANCAVELICA","CASTROVIRREYNA","TICRAPO",15,0,0,1,22
"464","x090501","HUANCAVELICA","CHURCAMPA","CHURCAMPA",14,16,1,3,66
"465","x090502","HUANCAVELICA","CHURCAMPA","ANCO",17,13,0,2,67
"466","x090507","HUANCAVELICA","CHURCAMPA","PAUCARBAMBA",8,12,0,0,32
"467","x090508","HUANCAVELICA","CHURCAMPA","SAN MIGUEL DE MAYOCC",3,0,0,0,7
"468","x090509","HUANCAVELICA","CHURCAMPA","SAN PEDRO DE CORIS",6,11,1,2,22
"469","x090603","HUANCAVELICA","HUAYTARA","CORDOVA",17,0,0,7,23
"470","x090607","HUANCAVELICA","HUAYTARA","PILPICHACA",5,1,0,9,41
"471","x090613","HUANCAVELICA","HUAYTARA","SANTIAGO DE CHOCORVOS",19,2,1,3,23
"472","x090701","HUANCAVELICA","TAYACAJA","PAMPAS",55,5,0,4,63
"473","x090702","HUANCAVELICA","TAYACAJA","ACOSTAMBO",11,5,4,0,25
"474","x090704","HUANCAVELICA","TAYACAJA","AHUAYCHA",4,12,2,1,48
"475","x090705","HUANCAVELICA","TAYACAJA","COLCABAMBA",50,25,6,2,83
"476","x090707","HUANCAVELICA","TAYACAJA","HUACHOCOLPA",19,5,1,2,36
"477","x090711","HUANCAVELICA","TAYACAJA","PAZOS",6,4,1,3,38
"478","x090717","HUANCAVELICA","TAYACAJA","SURCUBAMBA",28,3,3,1,49
"479","x100101","HUANUCO","HUANUCO","HUANUCO",48,0,3,3,85
"480","x100102","HUANUCO","HUANUCO","AMARILIS",12,0,0,2,26
"481","x100103","HUANUCO","HUANUCO","CHINCHAO",4,0,0,0,74
"482","x100104","HUANUCO","HUANUCO","CHURUBAMBA",4,0,0,0,15
"483","x100105","HUANUCO","HUANUCO","MARGOS",4,0,0,0,9
"484","x100108","HUANUCO","HUANUCO","SAN PEDRO DE CHAULAN",2,0,0,0,13
"485","x100111","HUANUCO","HUANUCO","PILLCO MARCA",49,24,1,7,321
"486","x100201","HUANUCO","AMBO","AMBO",10,1,0,0,54
"487","x100202","HUANUCO","AMBO","CAYNA",2,1,0,0,3
"488","x100207","HUANUCO","AMBO","SAN RAFAEL",5,3,0,9,52
"489","x100301","HUANUCO","DOS DE MAYO","LA UNION",3,11,0,0,118
"490","x100401","HUANUCO","HUACAYBAMBA","HUACAYBAMBA",2,0,1,0,31
"491","x100501","HUANUCO","HUAMALIES","LLATA",12,1,0,2,96
"492","x100507","HUANUCO","HUAMALIES","MONZON",8,0,0,0,47
"493","x100601","HUANUCO","LEONCIO PRADO","RUPA-RUPA",31,0,0,23,137
"494","x100602","HUANUCO","LEONCIO PRADO","DANIEL ALOMIA ROBLES",6,0,0,0,30
"495","x100604","HUANUCO","LEONCIO PRADO","JOSE CRESPO Y CASTILLO",6,0,1,0,154
"496","x100606","HUANUCO","LEONCIO PRADO","MARIANO DAMASO BERAUN",6,1,0,0,41
"497","x100609","HUANUCO","LEONCIO PRADO","PUEBLO NUEVO",2,0,0,0,16
"498","x100701","HUANUCO","MARAÑON","HUACRACHUCO",11,3,0,0,67
"499","x100702","HUANUCO","MARAÑON","CHOLON",2,0,0,0,9
"500","x100704","HUANUCO","MARAÑON","LA MORADA",0,0,0,0,15
"501","x100705","HUANUCO","MARAÑON","SANTA ROSA DE ALTO YANAJANCA",4,0,0,0,12
"502","x100801","HUANUCO","PACHITEA","PANAO",16,5,1,2,95
"503","x100901","HUANUCO","PUERTO INCA","PUERTO INCA",3,0,0,0,130
"504","x100902","HUANUCO","PUERTO INCA","CODO DEL POZUZO",4,0,0,0,32
"505","x100903","HUANUCO","PUERTO INCA","HONORIA",0,0,0,0,34
"506","x100904","HUANUCO","PUERTO INCA","TOURNAVISTA",0,0,0,0,11
"507","x100905","HUANUCO","PUERTO INCA","YUYAPICHIS",1,0,0,0,16
"508","x101001","HUANUCO","LAURICOCHA","JESUS",2,0,0,0,19
"509","x101002","HUANUCO","LAURICOCHA","BAÑOS",9,0,0,0,36
"510","x101005","HUANUCO","LAURICOCHA","RONDOS",0,1,0,0,25
"511","x101007","HUANUCO","LAURICOCHA","SAN MIGUEL DE CAURI",6,0,0,0,42
"512","x101101","HUANUCO","YAROWILCA","CHAVINILLO",9,0,0,0,53
"513","x110101","ICA","ICA","ICA",86,3,19,51,302
"514","x110102","ICA","ICA","LA TINGUIÑA",9,0,1,0,45
"515","x110103","ICA","ICA","LOS AQUIJES",6,0,2,14,21
"516","x110104","ICA","ICA","OCUCAJE",26,0,0,9,50
"517","x110105","ICA","ICA","PACHACUTEC",3,0,0,1,22
"518","x110106","ICA","ICA","PARCONA",32,1,2,8,61
"519","x110107","ICA","ICA","PUEBLO NUEVO",22,2,2,25,104
"520","x110108","ICA","ICA","SALAS",51,16,2,0,67
"521","x110109","ICA","ICA","SAN JOSE DE LOS MOLINOS",38,1,2,6,96
"522","x110110","ICA","ICA","SAN JUAN BAUTISTA",7,1,2,1,40
"523","x110111","ICA","ICA","SANTIAGO",2,0,0,0,59
"524","x110112","ICA","ICA","SUBTANJALLA",9,0,1,7,27
"525","x110201","ICA","CHINCHA","CHINCHA ALTA",34,0,0,4,97
"526","x110202","ICA","CHINCHA","ALTO LARAN",5,0,3,4,40
"527","x110204","ICA","CHINCHA","CHINCHA BAJA",6,0,0,5,14
"528","x110205","ICA","CHINCHA","EL CARMEN",4,0,0,1,26
"529","x110206","ICA","CHINCHA","GROCIO PRADO",8,0,1,2,35
"530","x110207","ICA","CHINCHA","PUEBLO NUEVO",10,1,2,52,10
"531","x110210","ICA","CHINCHA","SUNAMPE",14,0,0,0,17
"532","x110211","ICA","CHINCHA","TAMBO DE MORA",13,6,5,0,53
"533","x110301","ICA","NASCA","NASCA",8,0,1,1,151
"534","x110303","ICA","NASCA","EL INGENIO",1,0,0,3,3
"535","x110304","ICA","NASCA","MARCONA",11,0,0,1,75
"536","x110305","ICA","NASCA","VISTA ALEGRE",4,0,0,1,30
"537","x110401","ICA","PALPA","PALPA",10,1,1,10,29
"538","x110501","ICA","PISCO","PISCO",30,3,2,10,72
"539","x110503","ICA","PISCO","HUMAY",3,0,2,4,7
"540","x110504","ICA","PISCO","INDEPENDENCIA",6,1,2,2,30
"541","x110505","ICA","PISCO","PARACAS",0,0,0,0,14
"542","x110506","ICA","PISCO","SAN ANDRES",4,0,0,5,64
"543","x110507","ICA","PISCO","SAN CLEMENTE",10,0,1,2,25
"544","x110508","ICA","PISCO","TUPAC AMARU INCA",6,0,1,1,23
"545","x120101","JUNIN","HUANCAYO","HUANCAYO",141,1,0,2,71
"546","x120107","JUNIN","HUANCAYO","CHILCA",67,0,1,1,97
"547","x120108","JUNIN","HUANCAYO","CHONGOS ALTO",0,0,0,0,5
"548","x120114","JUNIN","HUANCAYO","EL TAMBO",340,8,4,91,235
"549","x120121","JUNIN","HUANCAYO","HUAYUCACHI",5,0,0,0,11
"550","x120129","JUNIN","HUANCAYO","SAN AGUSTIN",11,0,0,2,20
"551","x120130","JUNIN","HUANCAYO","SAN JERONIMO DE TUNAN",7,0,0,0,16
"552","x120133","JUNIN","HUANCAYO","SAPALLANGA",32,1,0,3,12
"553","x120134","JUNIN","HUANCAYO","SICAYA",6,1,0,4,4
"554","x120135","JUNIN","HUANCAYO","SANTO DOMINGO DE ACOBAMBA",5,1,0,5,52
"555","x120201","JUNIN","CONCEPCION","CONCEPCION",4,0,0,1,1
"556","x120206","JUNIN","CONCEPCION","COMAS",0,0,0,0,1
"557","x120213","JUNIN","CONCEPCION","ORCOTUNA",6,0,0,4,6
"558","x120301","JUNIN","CHANCHAMAYO","CHANCHAMAYO",24,1,1,4,59
"559","x120302","JUNIN","CHANCHAMAYO","PERENE",18,0,1,0,103
"560","x120303","JUNIN","CHANCHAMAYO","PICHANAQUI",92,0,1,0,277
"561","x120304","JUNIN","CHANCHAMAYO","SAN LUIS DE SHUARO",14,2,1,3,38
"562","x120305","JUNIN","CHANCHAMAYO","SAN RAMON",39,0,1,2,37
"563","x120401","JUNIN","JAUJA","JAUJA",13,0,0,0,6
"564","x120402","JUNIN","JAUJA","ACOLLA",4,2,0,9,17
"565","x120403","JUNIN","JAUJA","APATA",27,0,0,0,28
"566","x120405","JUNIN","JAUJA","CANCHAYLLO",9,19,0,0,20
"567","x120431","JUNIN","JAUJA","SINCOS",1,0,0,0,1
"568","x120501","JUNIN","JUNIN","JUNIN",13,38,6,43,94
"569","x120502","JUNIN","JUNIN","CARHUAMAYO",16,12,0,1,77
"570","x120504","JUNIN","JUNIN","ULCUMAYO",0,2,1,0,62
"571","x120601","JUNIN","SATIPO","SATIPO",57,3,1,2,631
"572","x120604","JUNIN","SATIPO","MAZAMARI",26,32,4,80,300
"573","x120606","JUNIN","SATIPO","PANGOA",33,0,18,41,197
"574","x120701","JUNIN","TARMA","TARMA",3,0,0,1,2
"575","x120702","JUNIN","TARMA","ACOBAMBA",3,0,0,8,7
"576","x120704","JUNIN","TARMA","HUASAHUASI",9,3,8,5,31
"577","x120706","JUNIN","TARMA","PALCA",5,0,0,0,49
"578","x120801","JUNIN","YAULI","LA OROYA",8,0,1,0,31
"579","x120805","JUNIN","YAULI","MOROCOCHA",7,0,1,2,7
"580","x120901","JUNIN","CHUPACA","CHUPACA",38,0,1,11,23
"581","x130101","LA LIBERTAD","TRUJILLO","TRUJILLO",177,0,4,12,326
"582","x130102","LA LIBERTAD","TRUJILLO","EL PORVENIR",194,2,4,21,77
"583","x130103","LA LIBERTAD","TRUJILLO","FLORENCIA DE MORA",89,3,2,10,29
"584","x130104","LA LIBERTAD","TRUJILLO","HUANCHACO",68,2,4,14,51
"585","x130105","LA LIBERTAD","TRUJILLO","LA ESPERANZA",111,6,14,32,79
"586","x130106","LA LIBERTAD","TRUJILLO","LAREDO",8,0,2,5,65
"587","x130107","LA LIBERTAD","TRUJILLO","MOCHE",11,0,0,21,16
"588","x130108","LA LIBERTAD","TRUJILLO","POROTO",1,0,0,0,2
"589","x130109","LA LIBERTAD","TRUJILLO","SALAVERRY",8,1,1,3,12
"590","x130110","LA LIBERTAD","TRUJILLO","SIMBAL",22,7,2,0,27
"591","x130111","LA LIBERTAD","TRUJILLO","VICTOR LARCO HERRERA",63,2,20,2,75
"592","x130201","LA LIBERTAD","ASCOPE","ASCOPE",2,0,0,0,1
"593","x130202","LA LIBERTAD","ASCOPE","CHICAMA",47,6,6,30,54
"594","x130203","LA LIBERTAD","ASCOPE","CHOCOPE",1,0,0,0,7
"595","x130205","LA LIBERTAD","ASCOPE","PAIJAN",28,0,0,2,40
"596","x130206","LA LIBERTAD","ASCOPE","RAZURI",6,1,0,0,12
"597","x130207","LA LIBERTAD","ASCOPE","SANTIAGO DE CAO",25,0,0,3,4
"598","x130208","LA LIBERTAD","ASCOPE","CASA GRANDE",24,2,6,43,34
"599","x130301","LA LIBERTAD","BOLIVAR","BOLIVAR",4,3,5,1,34
"600","x130302","LA LIBERTAD","BOLIVAR","BAMBAMARCA",10,0,0,0,4
"601","x130305","LA LIBERTAD","BOLIVAR","UCHUMARCA",3,2,1,3,4
"602","x130401","LA LIBERTAD","CHEPEN","CHEPEN",63,26,6,23,129
"603","x130402","LA LIBERTAD","CHEPEN","PACANGA",14,0,0,8,10
"604","x130403","LA LIBERTAD","CHEPEN","PUEBLO NUEVO",1,0,0,1,13
"605","x130501","LA LIBERTAD","JULCAN","JULCAN",6,1,0,0,14
"606","x130503","LA LIBERTAD","JULCAN","CARABAMBA",16,8,2,6,32
"607","x130601","LA LIBERTAD","OTUZCO","OTUZCO",6,7,1,1,42
"608","x130604","LA LIBERTAD","OTUZCO","CHARAT",5,0,0,0,3
"609","x130605","LA LIBERTAD","OTUZCO","HUARANCHAL",2,0,1,0,10
"610","x130608","LA LIBERTAD","OTUZCO","MACHE",5,0,0,2,7
"611","x130611","LA LIBERTAD","OTUZCO","SALPO",6,0,0,1,8
"612","x130613","LA LIBERTAD","OTUZCO","SINSICAP",8,1,0,1,12
"613","x130614","LA LIBERTAD","OTUZCO","USQUIL",5,0,0,1,28
"614","x130701","LA LIBERTAD","PACASMAYO","SAN PEDRO DE LLOC",6,0,0,0,8
"615","x130702","LA LIBERTAD","PACASMAYO","GUADALUPE",22,3,1,6,28
"616","x130703","LA LIBERTAD","PACASMAYO","JEQUETEPEQUE",3,0,0,0,1
"617","x130704","LA LIBERTAD","PACASMAYO","PACASMAYO",8,0,0,3,65
"618","x130705","LA LIBERTAD","PACASMAYO","SAN JOSE",12,0,0,0,9
"619","x130801","LA LIBERTAD","PATAZ","TAYABAMBA",7,0,0,0,2
"620","x130803","LA LIBERTAD","PATAZ","CHILLIA",2,0,0,0,28
"621","x130808","LA LIBERTAD","PATAZ","PARCOY",1,0,0,0,19
"622","x130809","LA LIBERTAD","PATAZ","PATAZ",1,5,0,1,3
"623","x130901","LA LIBERTAD","SANCHEZ CARRION","HUAMACHUCO",14,0,0,0,77
"624","x130904","LA LIBERTAD","SANCHEZ CARRION","CURGOS",1,0,0,1,2
"625","x131001","LA LIBERTAD","SANTIAGO DE CHUCO","SANTIAGO DE CHUCO",16,0,1,1,116
"626","x131002","LA LIBERTAD","SANTIAGO DE CHUCO","ANGASMARCA",2,0,0,0,0
"627","x131003","LA LIBERTAD","SANTIAGO DE CHUCO","CACHICADAN",7,1,0,2,36
"628","x131006","LA LIBERTAD","SANTIAGO DE CHUCO","QUIRUVILCA",1,0,0,0,2
"629","x131101","LA LIBERTAD","GRAN CHIMU","CASCAS",1,0,0,1,5
"630","x131102","LA LIBERTAD","GRAN CHIMU","LUCMA",0,0,1,1,3
"631","x131103","LA LIBERTAD","GRAN CHIMU","MARMOT",7,0,1,1,10
"632","x131104","LA LIBERTAD","GRAN CHIMU","SAYAPULLO",3,3,1,1,14
"633","x131201","LA LIBERTAD","VIRU","VIRU",44,31,1,1,126
"634","x131202","LA LIBERTAD","VIRU","CHAO",5,0,0,1,7
"635","x131203","LA LIBERTAD","VIRU","GUADALUPITO",15,7,1,0,65
"636","x140101","LAMBAYEQUE","CHICLAYO","CHICLAYO",152,1,17,55,420
"637","x140102","LAMBAYEQUE","CHICLAYO","CHONGOYAPE",43,2,2,4,62
"638","x140103","LAMBAYEQUE","CHICLAYO","ETEN",4,0,1,7,16
"639","x140104","LAMBAYEQUE","CHICLAYO","ETEN PUERTO",19,0,3,13,6
"640","x140105","LAMBAYEQUE","CHICLAYO","JOSE LEONARDO ORTIZ",93,1,3,17,167
"641","x140106","LAMBAYEQUE","CHICLAYO","LA VICTORIA",20,0,0,5,43
"642","x140107","LAMBAYEQUE","CHICLAYO","LAGUNAS",23,1,3,42,18
"643","x140108","LAMBAYEQUE","CHICLAYO","MONSEFU",16,0,2,0,19
"644","x140110","LAMBAYEQUE","CHICLAYO","OYOTUN",0,0,3,1,2
"645","x140111","LAMBAYEQUE","CHICLAYO","PICSI",0,0,1,0,5
"646","x140112","LAMBAYEQUE","CHICLAYO","PIMENTEL",20,0,5,25,58
"647","x140113","LAMBAYEQUE","CHICLAYO","REQUE",22,1,8,11,28
"648","x140114","LAMBAYEQUE","CHICLAYO","SANTA ROSA",12,0,2,2,31
"649","x140115","LAMBAYEQUE","CHICLAYO","SAÑA",19,0,3,8,6
"650","x140116","LAMBAYEQUE","CHICLAYO","CAYALTI",1,0,2,50,62
"651","x140117","LAMBAYEQUE","CHICLAYO","PATAPO",63,2,2,9,91
"652","x140118","LAMBAYEQUE","CHICLAYO","POMALCA",7,9,10,14,5
"653","x140119","LAMBAYEQUE","CHICLAYO","PUCALA",3,0,0,1,24
"654","x140120","LAMBAYEQUE","CHICLAYO","TUMAN",23,0,0,4,94
"655","x140201","LAMBAYEQUE","FERREÑAFE","FERREÑAFE",30,0,1,148,6
"656","x140202","LAMBAYEQUE","FERREÑAFE","CAÑARIS",8,0,0,0,7
"657","x140203","LAMBAYEQUE","FERREÑAFE","INCAHUASI",5,1,0,1,9
"658","x140205","LAMBAYEQUE","FERREÑAFE","PITIPO",0,0,1,3,4
"659","x140301","LAMBAYEQUE","LAMBAYEQUE","LAMBAYEQUE",32,1,4,14,82
"660","x140303","LAMBAYEQUE","LAMBAYEQUE","ILLIMO",9,1,1,2,12
"661","x140304","LAMBAYEQUE","LAMBAYEQUE","JAYANCA",10,0,0,2,26
"662","x140305","LAMBAYEQUE","LAMBAYEQUE","MOCHUMI",15,2,3,2,12
