"","UBIGEO","DEPARTAMENTO","PROVINCIA","DISTRITO","FALTAS_CONTRA_EL_PATRIMONIO","FALTAS_CONTRA_LA_SEGURIDAD_PUBLICA","FALTAS_CONTRA_LA_TRANQUILIDAD_PUBLICA","FALTAS_CONTRA_LAS_BUENAS_COSTUMBRES","FALTAS_CONTRA_LAS_PERSONAS"
"229","x050604","AYACUCHO","LUCANAS","CARMEN SALCEDO",0,0,0,2,0
"230","x050606","AYACUCHO","LUCANAS","CHIPAO",0,0,0,0,1
"231","x050608","AYACUCHO","LUCANAS","LARAMATE",1,0,0,0,3
"232","x050701","AYACUCHO","PARINACOCHAS","CORACORA",6,0,0,0,29
"233","x050704","AYACUCHO","PARINACOCHAS","PACAPAUSA",0,0,0,0,11
"234","x050706","AYACUCHO","PARINACOCHAS","PUYUSCA",2,0,0,0,5
"235","x050801","AYACUCHO","PAUCAR DEL SARA SARA","PAUSA",3,0,0,5,14
"236","x050805","AYACUCHO","PAUCAR DEL SARA SARA","MARCABAMBA",1,0,0,0,2
"237","x050901","AYACUCHO","SUCRE","QUEROBAMBA",0,0,0,1,22
"238","x050911","AYACUCHO","SUCRE","SORAS",2,1,0,1,16
"239","x051001","AYACUCHO","VICTOR FAJARDO","HUANCAPI",1,0,0,0,8
"240","x051005","AYACUCHO","VICTOR FAJARDO","CANARIA",1,0,0,0,1
"241","x051101","AYACUCHO","VILCAS HUAMAN","VILCAS HUAMAN",0,0,0,0,4
"242","x051103","AYACUCHO","VILCAS HUAMAN","CARHUANCA",0,0,0,0,6
"243","x060101","CAJAMARCA","CAJAMARCA","CAJAMARCA",32,0,1,8,283
"244","x060105","CAJAMARCA","CAJAMARCA","ENCAÑADA",2,1,0,0,5
"245","x060106","CAJAMARCA","CAJAMARCA","JESUS",2,0,0,0,16
"246","x060108","CAJAMARCA","CAJAMARCA","LOS BAÑOS DEL INCA",10,0,0,0,39
"247","x060109","CAJAMARCA","CAJAMARCA","MAGDALENA",2,0,0,0,2
"248","x060110","CAJAMARCA","CAJAMARCA","MATARA",1,0,0,0,1
"249","x060111","CAJAMARCA","CAJAMARCA","NAMORA",1,0,1,4,9
"250","x060112","CAJAMARCA","CAJAMARCA","SAN JUAN",1,0,0,0,2
"251","x060201","CAJAMARCA","CAJABAMBA","CAJABAMBA",6,0,0,1,10
"252","x060202","CAJAMARCA","CAJABAMBA","CACHACHI",1,0,0,1,2
"253","x060204","CAJAMARCA","CAJABAMBA","SITACOCHA",1,0,0,0,1
"254","x060301","CAJAMARCA","CELENDIN","CELENDIN",1,0,0,3,29
"255","x060308","CAJAMARCA","CELENDIN","OXAMARCA",0,0,0,0,2
"256","x060310","CAJAMARCA","CELENDIN","SUCRE",2,0,0,0,7
"257","x060401","CAJAMARCA","CHOTA","CHOTA",2,0,1,1,22
"258","x060409","CAJAMARCA","CHOTA","HUAMBOS",1,0,0,0,0
"259","x060410","CAJAMARCA","CHOTA","LAJAS",0,0,0,1,4
"260","x060411","CAJAMARCA","CHOTA","LLAMA",3,0,3,6,7
"261","x060415","CAJAMARCA","CHOTA","QUEROCOTO",2,0,1,1,9
"262","x060417","CAJAMARCA","CHOTA","TACABAMBA",0,0,0,0,2
"263","x060501","CAJAMARCA","CONTUMAZA","CONTUMAZA",2,0,0,0,8
"264","x060502","CAJAMARCA","CONTUMAZA","CHILETE",1,0,0,1,5
"265","x060507","CAJAMARCA","CONTUMAZA","TANTARICA",3,1,0,1,2
"266","x060508","CAJAMARCA","CONTUMAZA","YONAN",2,0,0,1,2
"267","x060601","CAJAMARCA","CUTERVO","CUTERVO",5,0,0,0,17
"268","x060603","CAJAMARCA","CUTERVO","CHOROS",0,0,0,2,0
"269","x060606","CAJAMARCA","CUTERVO","PIMPINGOS",1,0,0,0,3
"270","x060607","CAJAMARCA","CUTERVO","QUEROCOTILLO",0,0,0,1,2
"271","x060611","CAJAMARCA","CUTERVO","SANTA CRUZ",0,0,0,1,0
"272","x060701","CAJAMARCA","HUALGAYOC","BAMBAMARCA",6,0,0,4,43
"273","x060703","CAJAMARCA","HUALGAYOC","HUALGAYOC",4,0,0,0,9
"274","x060801","CAJAMARCA","JAEN","JAEN",6,2,0,1,25
"275","x060802","CAJAMARCA","JAEN","BELLAVISTA",5,0,0,5,9
"276","x060807","CAJAMARCA","JAEN","POMAHUACA",4,0,1,0,3
"277","x060808","CAJAMARCA","JAEN","PUCARA",3,0,0,0,5
"278","x060812","CAJAMARCA","JAEN","SANTA ROSA",1,0,0,0,0
"279","x060901","CAJAMARCA","SAN IGNACIO","SAN IGNACIO",14,0,1,0,59
"280","x060902","CAJAMARCA","SAN IGNACIO","CHIRINOS",1,0,0,0,0
"281","x060906","CAJAMARCA","SAN IGNACIO","SAN JOSE DE LOURDES",1,0,0,0,4
"282","x061001","CAJAMARCA","SAN MARCOS","PEDRO GALVEZ",2,1,0,30,30
"283","x061003","CAJAMARCA","SAN MARCOS","EDUARDO VILLANUEVA",2,1,0,7,4
"284","x061005","CAJAMARCA","SAN MARCOS","ICHOCAN",2,0,0,9,1
"285","x061101","CAJAMARCA","SAN MIGUEL","SAN MIGUEL",5,0,0,2,5
"286","x061102","CAJAMARCA","SAN MIGUEL","BOLIVAR",5,0,0,2,16
"287","x061103","CAJAMARCA","SAN MIGUEL","CALQUIS",1,0,0,0,0
"288","x061104","CAJAMARCA","SAN MIGUEL","CATILLUC",0,0,1,2,0
"289","x061105","CAJAMARCA","SAN MIGUEL","EL PRADO",0,0,0,0,2
"290","x061109","CAJAMARCA","SAN MIGUEL","NIEPOS",1,0,0,0,0
"291","x061112","CAJAMARCA","SAN MIGUEL","TONGOD",2,1,0,0,1
"292","x061201","CAJAMARCA","SAN PABLO","SAN PABLO",9,2,0,4,5
"293","x061301","CAJAMARCA","SANTA CRUZ","SANTA CRUZ",3,0,0,1,20
"294","x061303","CAJAMARCA","SANTA CRUZ","CATACHE",1,0,0,0,1
"295","x070101","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","CALLAO",286,2,8,17,658
"296","x070102","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","BELLAVISTA",98,1,4,2,106
"297","x070103","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","CARMEN DE LA LEGUA REYNOSO",224,2,1,7,255
"298","x070104","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","LA PERLA",21,1,0,0,128
"299","x070105","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","LA PUNTA",7,0,1,0,11
"300","x070106","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","VENTANILLA",37,1,5,5,266
"301","x070107","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","MI PERU",3,0,0,0,37
"302","x080101","CUSCO","CUSCO","CUSCO",106,1,4,11,375
"303","x080103","CUSCO","CUSCO","POROY",8,1,0,1,14
"304","x080105","CUSCO","CUSCO","SAN SEBASTIAN",141,0,5,15,507
"305","x080106","CUSCO","CUSCO","SANTIAGO",47,5,9,112,214
"306","x080107","CUSCO","CUSCO","SAYLLA",5,1,0,3,51
"307","x080108","CUSCO","CUSCO","WANCHAQ",33,0,1,23,204
"308","x080201","CUSCO","ACOMAYO","ACOMAYO",4,1,0,2,11
"309","x080204","CUSCO","ACOMAYO","MOSOC LLACTA",0,0,0,1,7
"310","x080205","CUSCO","ACOMAYO","POMACANCHI",2,0,0,0,11
"311","x080207","CUSCO","ACOMAYO","SANGARARA",0,0,0,0,1
"312","x080301","CUSCO","ANTA","ANTA",2,0,0,2,26
"313","x080302","CUSCO","ANTA","ANCAHUASI",4,1,4,0,6
"314","x080303","CUSCO","ANTA","CACHIMAYO",0,0,0,0,9
"315","x080305","CUSCO","ANTA","HUAROCONDO",2,0,0,0,5
"316","x080306","CUSCO","ANTA","LIMATAMBO",2,0,0,0,1
"317","x080307","CUSCO","ANTA","MOLLEPATA",0,0,0,0,1
"318","x080308","CUSCO","ANTA","PUCYURA",3,0,0,0,6
"319","x080309","CUSCO","ANTA","ZURITE",2,0,0,2,14
"320","x080401","CUSCO","CALCA","CALCA",16,0,1,3,9
"321","x080404","CUSCO","CALCA","LARES",0,0,0,0,5
"322","x080405","CUSCO","CALCA","PISAC",4,0,0,0,34
"323","x080406","CUSCO","CALCA","SAN SALVADOR",2,0,0,0,3
"324","x080408","CUSCO","CALCA","YANATILE",4,1,0,1,16
"325","x080501","CUSCO","CANAS","YANAOCA",0,0,0,0,21
"326","x080503","CUSCO","CANAS","KUNTURKANKI",0,0,0,0,2
"327","x080504","CUSCO","CANAS","LANGUI",0,0,0,0,2
"328","x080505","CUSCO","CANAS","LAYO",0,0,0,0,5
"329","x080601","CUSCO","CANCHIS","SICUANI",20,0,0,5,83
