"","UBIGEO","DEPARTAMENTO","PROVINCIA","DISTRITO","FALTAS_CONTRA_EL_PATRIMONIO","FALTAS_CONTRA_LA_SEGURIDAD_PUBLICA","FALTAS_CONTRA_LA_TRANQUILIDAD_PUBLICA","FALTAS_CONTRA_LAS_BUENAS_COSTUMBRES","FALTAS_CONTRA_LAS_PERSONAS"
"464","x130105","LA LIBERTAD","TRUJILLO","LA ESPERANZA",24,2,5,4,31
"465","x130106","LA LIBERTAD","TRUJILLO","LAREDO",10,0,2,0,30
"466","x130107","LA LIBERTAD","TRUJILLO","MOCHE",28,0,2,13,46
"467","x130108","LA LIBERTAD","TRUJILLO","POROTO",1,0,0,0,2
"468","x130109","LA LIBERTAD","TRUJILLO","SALAVERRY",7,0,1,0,11
"469","x130111","LA LIBERTAD","TRUJILLO","VICTOR LARCO HERRERA",26,0,0,0,41
"470","x130201","LA LIBERTAD","ASCOPE","ASCOPE",3,1,3,3,7
"471","x130202","LA LIBERTAD","ASCOPE","CHICAMA",2,0,0,0,6
"472","x130203","LA LIBERTAD","ASCOPE","CHOCOPE",0,0,0,0,8
"473","x130204","LA LIBERTAD","ASCOPE","MAGDALENA DE CAO",0,2,0,1,0
"474","x130205","LA LIBERTAD","ASCOPE","PAIJAN",5,0,1,1,17
"475","x130206","LA LIBERTAD","ASCOPE","RAZURI",1,1,1,0,5
"476","x130207","LA LIBERTAD","ASCOPE","SANTIAGO DE CAO",8,0,0,0,9
"477","x130208","LA LIBERTAD","ASCOPE","CASA GRANDE",4,0,0,0,27
"478","x130302","LA LIBERTAD","BOLIVAR","BAMBAMARCA",0,0,0,0,1
"479","x130401","LA LIBERTAD","CHEPEN","CHEPEN",11,6,1,11,16
"480","x130402","LA LIBERTAD","CHEPEN","PACANGA",14,0,1,12,18
"481","x130403","LA LIBERTAD","CHEPEN","PUEBLO NUEVO",0,0,0,6,9
"482","x130501","LA LIBERTAD","JULCAN","JULCAN",2,0,1,0,5
"483","x130601","LA LIBERTAD","OTUZCO","OTUZCO",1,11,2,0,14
"484","x130602","LA LIBERTAD","OTUZCO","AGALLPAMPA",2,1,0,1,1
"485","x130608","LA LIBERTAD","OTUZCO","MACHE",0,0,0,0,2
"486","x130611","LA LIBERTAD","OTUZCO","SALPO",0,0,0,0,2
"487","x130614","LA LIBERTAD","OTUZCO","USQUIL",0,4,0,0,0
"488","x130701","LA LIBERTAD","PACASMAYO","SAN PEDRO DE LLOC",2,0,0,0,10
"489","x130702","LA LIBERTAD","PACASMAYO","GUADALUPE",13,0,1,1,51
"490","x130703","LA LIBERTAD","PACASMAYO","JEQUETEPEQUE",0,0,0,0,5
"491","x130704","LA LIBERTAD","PACASMAYO","PACASMAYO",16,0,1,1,67
"492","x130705","LA LIBERTAD","PACASMAYO","SAN JOSE",1,0,0,1,19
"493","x130801","LA LIBERTAD","PATAZ","TAYABAMBA",1,0,0,1,2
"494","x130803","LA LIBERTAD","PATAZ","CHILLIA",0,0,0,0,1
"495","x130808","LA LIBERTAD","PATAZ","PARCOY",1,0,0,0,4
"496","x130809","LA LIBERTAD","PATAZ","PATAZ",2,0,0,0,3
"497","x130901","LA LIBERTAD","SANCHEZ CARRION","HUAMACHUCO",2,0,0,0,8
"498","x130907","LA LIBERTAD","SANCHEZ CARRION","SARIN",0,0,0,0,2
"499","x131001","LA LIBERTAD","SANTIAGO DE CHUCO","SANTIAGO DE CHUCO",2,0,0,0,10
"500","x131002","LA LIBERTAD","SANTIAGO DE CHUCO","ANGASMARCA",0,0,0,0,4
"501","x131006","LA LIBERTAD","SANTIAGO DE CHUCO","QUIRUVILCA",0,0,0,1,2
"502","x131101","LA LIBERTAD","GRAN CHIMU","CASCAS",1,0,0,0,4
"503","x131201","LA LIBERTAD","VIRU","VIRU",16,0,0,5,58
"504","x131202","LA LIBERTAD","VIRU","CHAO",2,0,0,0,2
"505","x131203","LA LIBERTAD","VIRU","GUADALUPITO",2,0,0,0,2
"506","x140101","LAMBAYEQUE","CHICLAYO","CHICLAYO",353,7,27,64,758
"507","x140102","LAMBAYEQUE","CHICLAYO","CHONGOYAPE",23,0,2,4,136
"508","x140103","LAMBAYEQUE","CHICLAYO","ETEN",3,0,0,1,12
"509","x140104","LAMBAYEQUE","CHICLAYO","ETEN PUERTO",1,0,0,0,5
"510","x140105","LAMBAYEQUE","CHICLAYO","JOSE LEONARDO ORTIZ",41,0,3,16,92
"511","x140106","LAMBAYEQUE","CHICLAYO","LA VICTORIA",114,0,22,9,121
"512","x140107","LAMBAYEQUE","CHICLAYO","LAGUNAS",6,0,0,0,7
"513","x140108","LAMBAYEQUE","CHICLAYO","MONSEFU",1,0,1,0,14
"514","x140110","LAMBAYEQUE","CHICLAYO","OYOTUN",0,0,0,1,3
"515","x140111","LAMBAYEQUE","CHICLAYO","PICSI",1,0,0,0,1
"516","x140112","LAMBAYEQUE","CHICLAYO","PIMENTEL",3,0,0,1,7
"517","x140113","LAMBAYEQUE","CHICLAYO","REQUE",5,0,0,1,19
"518","x140114","LAMBAYEQUE","CHICLAYO","SANTA ROSA",3,0,0,2,9
"519","x140115","LAMBAYEQUE","CHICLAYO","SAÑA",2,0,0,1,6
"520","x140116","LAMBAYEQUE","CHICLAYO","CAYALTI",3,17,10,14,18
"521","x140117","LAMBAYEQUE","CHICLAYO","PATAPO",9,2,1,1,66
"522","x140118","LAMBAYEQUE","CHICLAYO","POMALCA",15,0,1,21,85
"523","x140119","LAMBAYEQUE","CHICLAYO","PUCALA",0,0,0,0,1
"524","x140120","LAMBAYEQUE","CHICLAYO","TUMAN",18,0,0,11,96
"525","x140201","LAMBAYEQUE","FERREÑAFE","FERREÑAFE",14,1,3,72,36
"526","x140205","LAMBAYEQUE","FERREÑAFE","PITIPO",4,0,1,2,15
"527","x140301","LAMBAYEQUE","LAMBAYEQUE","LAMBAYEQUE",4,0,0,3,36
"528","x140303","LAMBAYEQUE","LAMBAYEQUE","ILLIMO",5,0,0,9,23
"529","x140304","LAMBAYEQUE","LAMBAYEQUE","JAYANCA",7,0,0,0,11
"530","x140305","LAMBAYEQUE","LAMBAYEQUE","MOCHUMI",2,0,2,0,30
"531","x140306","LAMBAYEQUE","LAMBAYEQUE","MORROPE",2,0,0,0,23
"532","x140307","LAMBAYEQUE","LAMBAYEQUE","MOTUPE",2,0,1,0,7
"533","x140308","LAMBAYEQUE","LAMBAYEQUE","OLMOS",10,0,0,0,45
"534","x140309","LAMBAYEQUE","LAMBAYEQUE","PACORA",3,0,1,0,2
"535","x140310","LAMBAYEQUE","LAMBAYEQUE","SALAS",3,1,0,12,9
"536","x140311","LAMBAYEQUE","LAMBAYEQUE","SAN JOSE",0,1,1,2,11
"537","x140312","LAMBAYEQUE","LAMBAYEQUE","TUCUME",0,0,0,0,34
"538","x150101","PROVINCIA DE LIMA 1/","LIMA","LIMA",1530,7,19,48,1392
"539","x150102","PROVINCIA DE LIMA 1/","LIMA","ANCON",43,0,0,6,80
"540","x150103","PROVINCIA DE LIMA 1/","LIMA","ATE",399,2,3,32,319
"541","x150104","PROVINCIA DE LIMA 1/","LIMA","BARRANCO",28,0,2,2,13
"542","x150105","PROVINCIA DE LIMA 1/","LIMA","BREÑA",259,1,1,1,173
"543","x150106","PROVINCIA DE LIMA 1/","LIMA","CARABAYLLO",37,2,5,6,234
"544","x150107","PROVINCIA DE LIMA 1/","LIMA","CHACLACAYO",75,1,0,5,145
"545","x150108","PROVINCIA DE LIMA 1/","LIMA","CHORRILLOS",37,1,1,51,119
"546","x150109","PROVINCIA DE LIMA 1/","LIMA","CIENEGUILLA",3,0,1,2,67
"547","x150110","PROVINCIA DE LIMA 1/","LIMA","COMAS",206,4,2,89,596
"548","x150111","PROVINCIA DE LIMA 1/","LIMA","EL AGUSTINO",399,5,5,5,293
"549","x150112","PROVINCIA DE LIMA 1/","LIMA","INDEPENDENCIA",478,1,1,4,328
"550","x150113","PROVINCIA DE LIMA 1/","LIMA","JESUS MARIA",270,0,5,3,134
"551","x150114","PROVINCIA DE LIMA 1/","LIMA","LA MOLINA",24,0,1,4,49
"552","x150115","PROVINCIA DE LIMA 1/","LIMA","LA VICTORIA",151,2,1,8,518
"553","x150116","PROVINCIA DE LIMA 1/","LIMA","LINCE",293,0,4,8,84
"554","x150117","PROVINCIA DE LIMA 1/","LIMA","LOS OLIVOS",531,1,7,28,721
"555","x150118","PROVINCIA DE LIMA 1/","LIMA","LURIGANCHO",164,0,2,2,249
"556","x150119","PROVINCIA DE LIMA 1/","LIMA","LURIN",56,0,1,3,240
"557","x150120","PROVINCIA DE LIMA 1/","LIMA","MAGDALENA DEL MAR",470,1,2,0,146
"558","x150121","PROVINCIA DE LIMA 1/","LIMA","PUEBLO LIBRE",80,0,1,3,92
"559","x150122","PROVINCIA DE LIMA 1/","LIMA","MIRAFLORES",243,0,1,4,80
"560","x150123","PROVINCIA DE LIMA 1/","LIMA","PACHACAMAC",44,2,0,0,44
"561","x150124","PROVINCIA DE LIMA 1/","LIMA","PUCUSANA",6,1,0,0,11
"562","x150125","PROVINCIA DE LIMA 1/","LIMA","PUENTE PIEDRA",108,1,2,10,374
"563","x150126","PROVINCIA DE LIMA 1/","LIMA","PUNTA HERMOSA",6,0,1,0,23
"564","x150127","PROVINCIA DE LIMA 1/","LIMA","PUNTA NEGRA",5,0,0,0,19
"565","x150128","PROVINCIA DE LIMA 1/","LIMA","RIMAC",199,0,6,6,349
"566","x150129","PROVINCIA DE LIMA 1/","LIMA","SAN BARTOLO",5,0,1,0,17
"567","x150130","PROVINCIA DE LIMA 1/","LIMA","SAN BORJA",115,0,1,2,30
"568","x150131","PROVINCIA DE LIMA 1/","LIMA","SAN ISIDRO",99,0,2,2,80
"569","x150132","PROVINCIA DE LIMA 1/","LIMA","SAN JUAN DE LURIGANCHO",692,10,5,5,991
"570","x150133","PROVINCIA DE LIMA 1/","LIMA","SAN JUAN DE MIRAFLORES",155,2,3,15,529
"571","x150134","PROVINCIA DE LIMA 1/","LIMA","SAN LUIS",17,0,3,1,91
"572","x150135","PROVINCIA DE LIMA 1/","LIMA","SAN MARTIN DE PORRES",114,0,3,7,279
"573","x150136","PROVINCIA DE LIMA 1/","LIMA","SAN MIGUEL",539,0,1,1,111
"574","x150137","PROVINCIA DE LIMA 1/","LIMA","SANTA ANITA",148,10,0,16,92
"575","x150138","PROVINCIA DE LIMA 1/","LIMA","SANTA MARIA DEL MAR",0,0,0,0,1
"576","x150139","PROVINCIA DE LIMA 1/","LIMA","SANTA ROSA",3,0,1,1,15
"577","x150140","PROVINCIA DE LIMA 1/","LIMA","SANTIAGO DE SURCO",712,1,0,12,333
"578","x150141","PROVINCIA DE LIMA 1/","LIMA","SURQUILLO",139,0,2,1,216
"579","x150142","PROVINCIA DE LIMA 1/","LIMA","VILLA EL SALVADOR",39,1,1,9,241
"580","x150143","PROVINCIA DE LIMA 1/","LIMA","VILLA MARIA DEL TRIUNFO",166,0,2,4,502
"581","x150201","LIMA PROVINCIAS 2/","BARRANCA","BARRANCA",9,0,1,1,46
"582","x150202","LIMA PROVINCIAS 2/","BARRANCA","PARAMONGA",15,0,0,3,14
"583","x150203","LIMA PROVINCIAS 2/","BARRANCA","PATIVILCA",0,0,0,0,24
"584","x150204","LIMA PROVINCIAS 2/","BARRANCA","SUPE",2,0,0,0,0
"585","x150205","LIMA PROVINCIAS 2/","BARRANCA","SUPE PUERTO",2,0,0,0,6
"586","x150303","LIMA PROVINCIAS 2/","CAJATAMBO","GORGOR",0,0,0,0,2
"587","x150401","LIMA PROVINCIAS 2/","CANTA","CANTA",6,1,1,1,27
"588","x150407","LIMA PROVINCIAS 2/","CANTA","SANTA ROSA DE QUIVES",2,0,0,0,7
"589","x150501","LIMA PROVINCIAS 2/","CAÑETE","SAN VICENTE DE CAÑETE",2,1,1,2,21
"590","x150502","LIMA PROVINCIAS 2/","CAÑETE","ASIA",2,0,0,0,8
"591","x150503","LIMA PROVINCIAS 2/","CAÑETE","CALANGO",1,0,1,0,1
"592","x150504","LIMA PROVINCIAS 2/","CAÑETE","CERRO AZUL",2,0,1,1,13
"593","x150505","LIMA PROVINCIAS 2/","CAÑETE","CHILCA",6,0,1,0,27
"594","x150507","LIMA PROVINCIAS 2/","CAÑETE","IMPERIAL",0,0,0,0,15
"595","x150508","LIMA PROVINCIAS 2/","CAÑETE","LUNAHUANA",1,0,0,4,16
"596","x150509","LIMA PROVINCIAS 2/","CAÑETE","MALA",2,0,0,1,26
"597","x150510","LIMA PROVINCIAS 2/","CAÑETE","NUEVO IMPERIAL",5,0,0,3,58
"598","x150511","LIMA PROVINCIAS 2/","CAÑETE","PACARAN",0,0,0,1,5
"599","x150512","LIMA PROVINCIAS 2/","CAÑETE","QUILMANA",0,0,0,0,6
"600","x150513","LIMA PROVINCIAS 2/","CAÑETE","SAN ANTONIO",0,0,0,1,7
"601","x150514","LIMA PROVINCIAS 2/","CAÑETE","SAN LUIS",3,0,0,1,21
"602","x150516","LIMA PROVINCIAS 2/","CAÑETE","ZUÑIGA",3,0,0,0,7
"603","x150604","LIMA PROVINCIAS 2/","HUARAL","AUCALLAMA",3,0,0,0,9
"604","x150605","LIMA PROVINCIAS 2/","HUARAL","CHANCAY",15,0,0,0,22
"605","x150701","LIMA PROVINCIAS 2/","HUAROCHIRI","MATUCANA",4,0,0,0,6
"606","x150705","LIMA PROVINCIAS 2/","HUAROCHIRI","CHICLA",6,0,0,1,2
"607","x150709","LIMA PROVINCIAS 2/","HUAROCHIRI","HUAROCHIRI",4,0,0,5,4
"608","x150714","LIMA PROVINCIAS 2/","HUAROCHIRI","RICARDO PALMA",6,0,0,1,48
"609","x150716","LIMA PROVINCIAS 2/","HUAROCHIRI","SAN ANTONIO",32,0,0,2,138
"610","x150718","LIMA PROVINCIAS 2/","HUAROCHIRI","SAN DAMIAN",2,0,0,0,4
"611","x150722","LIMA PROVINCIAS 2/","HUAROCHIRI","SAN MATEO",3,0,0,0,0
"612","x150728","LIMA PROVINCIAS 2/","HUAROCHIRI","SANTA EULALIA",10,0,0,1,34
"613","x150801","LIMA PROVINCIAS 2/","HUAURA","HUACHO",39,1,0,19,145
"614","x150802","LIMA PROVINCIAS 2/","HUAURA","AMBAR",0,0,0,1,2
"615","x150805","LIMA PROVINCIAS 2/","HUAURA","HUALMAY",11,0,0,0,2
"616","x150806","LIMA PROVINCIAS 2/","HUAURA","HUAURA",2,0,5,16,16
"617","x150811","LIMA PROVINCIAS 2/","HUAURA","SAYAN",2,0,0,0,13
"618","x150812","LIMA PROVINCIAS 2/","HUAURA","VEGUETA",1,0,0,0,4
"619","x150901","LIMA PROVINCIAS 2/","OYON","OYON",0,0,0,1,7
"620","x150906","LIMA PROVINCIAS 2/","OYON","PACHANGARA",0,0,0,0,20
"621","x151001","LIMA PROVINCIAS 2/","YAUYOS","YAUYOS",2,0,0,1,9
"622","x151003","LIMA PROVINCIAS 2/","YAUYOS","ALLAUCA",1,0,0,3,8
"623","x151015","LIMA PROVINCIAS 2/","YAUYOS","HUANGASCAR",0,0,0,1,1
"624","x160101","LORETO","MAYNAS","IQUITOS",43,3,26,3,267
"625","x160108","LORETO","MAYNAS","PUNCHANA",2,0,1,2,28
"626","x160112","LORETO","MAYNAS","BELEN",15,0,1,0,190
"627","x160201","LORETO","ALTO AMAZONAS","YURIMAGUAS",11,2,2,13,92
"628","x160301","LORETO","LORETO","NAUTA",2,0,3,1,6
"629","x160401","LORETO","MARISCAL RAMON CASTILLA","RAMON CASTILLA",2,0,0,0,0
"630","x160404","LORETO","MARISCAL RAMON CASTILLA","SAN PABLO",0,0,0,0,2
"631","x160501","LORETO","REQUENA","REQUENA",0,0,0,0,6
"632","x160601","LORETO","UCAYALI","CONTAMANA",1,0,0,0,15
"633","x170101","MADRE DE DIOS","TAMBOPATA","TAMBOPATA",55,0,3,1,274
"634","x170102","MADRE DE DIOS","TAMBOPATA","INAMBARI",2,1,0,0,21
"635","x170103","MADRE DE DIOS","TAMBOPATA","LAS PIEDRAS",1,1,0,0,4
"636","x170104","MADRE DE DIOS","TAMBOPATA","LABERINTO",2,0,0,1,12
"637","x170203","MADRE DE DIOS","MANU","MADRE DE DIOS",2,0,0,0,5
"638","x170204","MADRE DE DIOS","MANU","HUEPETUHE",1,1,0,0,6
"639","x180101","MOQUEGUA","MARISCAL NIETO","MOQUEGUA",52,2,0,16,136
"640","x180104","MOQUEGUA","MARISCAL NIETO","SAMEGUA",1,0,0,0,3
"641","x180201","MOQUEGUA","GENERAL SANCHEZ CERRO","OMATE",3,0,0,3,4
"642","x180301","MOQUEGUA","ILO","ILO",29,2,2,89,21
"643","x180302","MOQUEGUA","ILO","EL ALGARROBAL",1,0,0,2,4
"644","x180303","MOQUEGUA","ILO","PACOCHA",0,1,0,0,2
"645","x190101","PASCO","PASCO","CHAUPIMARCA",7,0,0,0,7
"646","x190102","PASCO","PASCO","HUACHON",1,0,0,3,6
"647","x190103","PASCO","PASCO","HUARIACA",1,0,0,0,5
"648","x190104","PASCO","PASCO","HUAYLLAY",0,0,0,2,1
"649","x190105","PASCO","PASCO","NINACACA",0,0,0,0,1
"650","x190107","PASCO","PASCO","PAUCARTAMBO",2,0,0,0,5
"651","x190108","PASCO","PASCO","SAN FRANCISCO DE ASIS DE YARUSYACAN",1,0,0,0,0
"652","x190109","PASCO","PASCO","SIMON BOLIVAR",3,0,0,0,1
"653","x190110","PASCO","PASCO","TICLACAYAN",0,0,0,0,2
"654","x190111","PASCO","PASCO","TINYAHUARCO",1,0,0,0,3
"655","x190112","PASCO","PASCO","VICCO",2,0,0,0,0
"656","x190113","PASCO","PASCO","YANACANCHA",6,0,0,1,5
"657","x190201","PASCO","DANIEL ALCIDES CARRION","YANAHUANCA",3,0,0,0,2
"658","x190202","PASCO","DANIEL ALCIDES CARRION","CHACAYAN",1,0,0,3,0
"659","x190203","PASCO","DANIEL ALCIDES CARRION","GOYLLARISQUIZGA",1,0,0,0,1
"660","x190204","PASCO","DANIEL ALCIDES CARRION","PAUCAR",1,1,0,0,0
"661","x190301","PASCO","OXAPAMPA","OXAPAMPA",17,1,3,26,21
"662","x190303","PASCO","OXAPAMPA","HUANCABAMBA",3,0,0,0,4
"663","x190304","PASCO","OXAPAMPA","PALCAZU",1,2,0,0,0
"664","x190305","PASCO","OXAPAMPA","POZUZO",2,0,0,1,2
"665","x190306","PASCO","OXAPAMPA","PUERTO BERMUDEZ",6,0,0,2,1
"666","x190307","PASCO","OXAPAMPA","VILLA RICA",5,0,0,8,16
"667","x190308","PASCO","OXAPAMPA","CONSTITUCION",2,0,0,0,0
"668","x200101","PIURA","PIURA","PIURA",94,25,37,16,181
"669","x200104","PIURA","PIURA","CASTILLA",18,2,4,6,117
"670","x200105","PIURA","PIURA","CATACAOS",8,1,3,8,72
"671","x200107","PIURA","PIURA","CURA MORI",0,0,0,0,1
"672","x200109","PIURA","PIURA","LA ARENA",4,0,0,0,9
"673","x200110","PIURA","PIURA","LA UNION",17,0,0,0,8
"674","x200111","PIURA","PIURA","LAS LOMAS",9,0,2,3,12
"675","x200114","PIURA","PIURA","TAMBO GRANDE",11,0,2,0,25
"676","x200115","PIURA","PIURA","VEINTISEIS DE OCTUBRE",21,17,32,8,128
"677","x200201","PIURA","AYABACA","AYABACA",1,0,0,0,5
"678","x200202","PIURA","AYABACA","FRIAS",2,0,0,1,2
"679","x200206","PIURA","AYABACA","PACAIPAMPA",4,0,0,0,0
"680","x200207","PIURA","AYABACA","PAIMAS",0,1,1,4,5
"681","x200209","PIURA","AYABACA","SICCHEZ",1,0,0,2,1
"682","x200210","PIURA","AYABACA","SUYO",1,0,0,5,5
"683","x200301","PIURA","HUANCABAMBA","HUANCABAMBA",1,0,0,0,37
"684","x200302","PIURA","HUANCABAMBA","CANCHAQUE",0,0,2,0,15
"685","x200303","PIURA","HUANCABAMBA","EL CARMEN DE LA FRONTERA",0,0,0,0,1
"686","x200304","PIURA","HUANCABAMBA","HUARMACA",0,0,0,0,1
"687","x200306","PIURA","HUANCABAMBA","SAN MIGUEL DE EL FAIQUE",2,0,1,3,2
"688","x200307","PIURA","HUANCABAMBA","SONDOR",0,0,0,0,1
"689","x200401","PIURA","MORROPON","CHULUCANAS",7,0,2,6,22
"690","x200402","PIURA","MORROPON","BUENOS AIRES",1,0,0,0,11
"691","x200404","PIURA","MORROPON","LA MATANZA",2,0,0,0,8
"692","x200405","PIURA","MORROPON","MORROPON",4,0,0,3,1
"693","x200406","PIURA","MORROPON","SALITRAL",2,0,1,0,8
"694","x200407","PIURA","MORROPON","SAN JUAN DE BIGOTE",0,0,0,0,2
"695","x200408","PIURA","MORROPON","SANTA CATALINA DE MOSSA",0,0,0,1,1
"696","x200409","PIURA","MORROPON","SANTO DOMINGO",1,0,0,2,8
"697","x200410","PIURA","MORROPON","YAMANGO",0,0,0,0,4
"698","x200501","PIURA","PAITA","PAITA",7,0,1,2,35
"699","x200502","PIURA","PAITA","AMOTAPE",2,0,0,1,2
"700","x200504","PIURA","PAITA","COLAN",2,0,0,0,6
"701","x200506","PIURA","PAITA","TAMARINDO",2,0,0,1,6
"702","x200601","PIURA","SULLANA","SULLANA",15,0,1,9,78
"703","x200602","PIURA","SULLANA","BELLAVISTA",7,0,0,2,27
"704","x200603","PIURA","SULLANA","IGNACIO ESCUDERO",0,0,0,0,1
"705","x200604","PIURA","SULLANA","LANCONES",0,0,1,2,0
"706","x200605","PIURA","SULLANA","MARCAVELICA",0,0,0,0,2
"707","x200606","PIURA","SULLANA","MIGUEL CHECA",1,0,0,0,5
"708","x200607","PIURA","SULLANA","QUERECOTILLO",7,0,0,0,18
"709","x200701","PIURA","TALARA","PARIÑAS",49,0,2,3,96
"710","x200702","PIURA","TALARA","EL ALTO",1,0,0,0,5
"711","x200705","PIURA","TALARA","LOS ORGANOS",1,0,1,0,1
"712","x200706","PIURA","TALARA","MANCORA",3,1,0,0,3
"713","x200801","PIURA","SECHURA","SECHURA",3,0,1,0,8
"714","x200803","PIURA","SECHURA","BERNAL",2,2,1,1,14
"715","x200805","PIURA","SECHURA","VICE",2,0,0,0,2
"716","x210101","PUNO","PUNO","PUNO",73,8,4,25,285
"717","x210102","PUNO","PUNO","ACORA",5,0,0,2,23
"718","x210105","PUNO","PUNO","CAPACHICA",0,0,0,0,1
"719","x210106","PUNO","PUNO","CHUCUITO",0,0,0,0,3
"720","x210108","PUNO","PUNO","HUATA",0,0,0,1,0
"721","x210109","PUNO","PUNO","MAÑAZO",4,1,0,2,8
"722","x210110","PUNO","PUNO","PAUCARCOLLA",1,1,0,1,3
"723","x210111","PUNO","PUNO","PICHACANI",0,0,0,0,3
"724","x210112","PUNO","PUNO","PLATERIA",1,2,0,1,10
"725","x210201","PUNO","AZANGARO","AZANGARO",3,1,0,1,11
"726","x210203","PUNO","AZANGARO","ARAPA",1,0,0,0,3
"727","x210204","PUNO","AZANGARO","ASILLO",0,1,1,0,16
"728","x210207","PUNO","AZANGARO","JOSE DOMINGO CHOQUEHUANCA",1,0,0,0,7
"729","x210210","PUNO","AZANGARO","SAMAN",2,0,0,0,9
"730","x210211","PUNO","AZANGARO","SAN ANTON",0,0,0,0,3
"731","x210301","PUNO","CARABAYA","MACUSANI",1,0,0,0,10
"732","x210309","PUNO","CARABAYA","SAN GABAN",0,0,0,0,2
"733","x210401","PUNO","CHUCUITO","JULI",3,0,0,1,6
"734","x210403","PUNO","CHUCUITO","HUACULLANI",0,0,0,0,3
"735","x210406","PUNO","CHUCUITO","POMATA",0,0,0,2,12
"736","x210407","PUNO","CHUCUITO","ZEPITA",0,0,0,8,13
"737","x210501","PUNO","EL COLLAO","ILAVE",6,0,0,1,38
"738","x210503","PUNO","EL COLLAO","PILCUYO",0,0,0,0,11
"739","x210505","PUNO","EL COLLAO","CONDURIRI",0,0,0,0,2
"740","x210601","PUNO","HUANCANE","HUANCANE",4,0,0,0,9
"741","x210602","PUNO","HUANCANE","COJATA",3,0,1,0,3
"742","x210605","PUNO","HUANCANE","PUSI",2,0,0,2,14
"743","x210607","PUNO","HUANCANE","TARACO",2,0,0,0,6
"744","x210608","PUNO","HUANCANE","VILQUE CHICO",0,0,0,0,1
"745","x210701","PUNO","LAMPA","LAMPA",4,0,1,0,0
"746","x210702","PUNO","LAMPA","CABANILLA",1,0,0,2,11
"747","x210708","PUNO","LAMPA","PUCARA",0,0,0,2,11
"748","x210801","PUNO","MELGAR","AYAVIRI",0,1,4,3,3
"749","x210806","PUNO","MELGAR","NUÑOA",0,0,0,0,3
"750","x210807","PUNO","MELGAR","ORURILLO",0,0,0,0,4
"751","x210808","PUNO","MELGAR","SANTA ROSA",1,0,0,0,3
"752","x210901","PUNO","MOHO","MOHO",3,0,0,0,6
"753","x210902","PUNO","MOHO","CONIMA",0,0,0,0,1
"754","x211001","PUNO","SAN ANTONIO DE PUTINA","PUTINA",2,1,0,1,11
"755","x211002","PUNO","SAN ANTONIO DE PUTINA","ANANEA",0,0,0,3,2
"756","x211101","PUNO","SAN ROMAN","JULIACA",70,0,1,3,168
"757","x211102","PUNO","SAN ROMAN","CABANA",1,0,0,0,2
"758","x211103","PUNO","SAN ROMAN","CABANILLAS",2,0,0,0,1
"759","x211104","PUNO","SAN ROMAN","CARACOTO",0,0,0,0,1
"760","x211201","PUNO","SANDIA","SANDIA",1,1,0,0,4
"761","x211301","PUNO","YUNGUYO","YUNGUYO",2,0,0,0,12
"762","x211303","PUNO","YUNGUYO","COPANI",1,0,0,1,5
"763","x211307","PUNO","YUNGUYO","UNICACHI",2,0,0,0,3
"764","x220101","SAN MARTIN","MOYOBAMBA","MOYOBAMBA",22,3,1,2,112
"765","x220102","SAN MARTIN","MOYOBAMBA","CALZADA",0,0,0,3,3
"766","x220104","SAN MARTIN","MOYOBAMBA","JEPELACIO",4,0,0,0,2
"767","x220105","SAN MARTIN","MOYOBAMBA","SORITOR",2,1,0,0,14
"768","x220106","SAN MARTIN","MOYOBAMBA","YANTALO",0,0,0,0,2
"769","x220201","SAN MARTIN","BELLAVISTA","BELLAVISTA",3,0,0,1,1
"770","x220203","SAN MARTIN","BELLAVISTA","BAJO BIAVO",0,0,1,0,0
"771","x220205","SAN MARTIN","BELLAVISTA","SAN PABLO",3,0,1,0,2
"772","x220301","SAN MARTIN","EL DORADO","SAN JOSE DE SISA",1,0,0,0,1
"773","x220305","SAN MARTIN","EL DORADO","SHATOJA",0,0,0,0,1
"774","x220401","SAN MARTIN","HUALLAGA","SAPOSOA",1,0,1,1,7
"775","x220405","SAN MARTIN","HUALLAGA","SACANCHE",0,0,0,1,3
"776","x220501","SAN MARTIN","LAMAS","LAMAS",0,0,0,0,5
"777","x220502","SAN MARTIN","LAMAS","ALONSO DE ALVARADO",0,0,0,0,4
"778","x220504","SAN MARTIN","LAMAS","CAYNARACHI",1,0,0,0,0
"779","x220510","SAN MARTIN","LAMAS","TABALOSOS",1,0,0,0,2
"780","x220601","SAN MARTIN","MARISCAL CACERES","JUANJUI",3,0,0,1,18
"781","x220701","SAN MARTIN","PICOTA","PICOTA",3,0,1,9,3
"782","x220801","SAN MARTIN","RIOJA","RIOJA",1,0,0,1,17
"783","x220802","SAN MARTIN","RIOJA","AWAJUN",0,0,0,0,1
"784","x220803","SAN MARTIN","RIOJA","ELIAS SOPLIN VARGAS",1,0,0,0,1
"785","x220804","SAN MARTIN","RIOJA","NUEVA CAJAMARCA",9,0,1,0,9
"786","x220805","SAN MARTIN","RIOJA","PARDO MIGUEL",1,0,2,0,1
"787","x220901","SAN MARTIN","SAN MARTIN","TARAPOTO",10,2,0,0,44
"788","x220904","SAN MARTIN","SAN MARTIN","CHAZUTA",0,0,0,1,0
"789","x220909","SAN MARTIN","SAN MARTIN","LA BANDA DE SHILCAYO",1,3,0,3,6
